,sqrtR0-31,R32-63,R64-95,R96-127,R128-159,sqrtR160-191,sqrtR192-223,powerR224-255,G0-31,G32-63,G64-95,sqrtG96-127,sqrtG128-159,sqrtG160-191,sqrtG192-223,powerG224-255,B0-31,B32-63,B64-95,sqrtB96-127,sqrtB128-159,sqrtB160-191,powerB192-223,powerB224-255,Exposure,Contrast,Highlights,Shadows,Temperature
CAR_4252,0.2118130262606474,0.21395754916311013,0.11822722459178373,0.07033746781383343,0.27698515401024276,0.44012716246310407,0.21899979799215616,0.42926549812166453,0.23009624305160864,0.15342286517604867,0.2078154222303161,0.5435774725578911,0.2670304896785958,0.14972930165683776,0.11813442959900146,0.272439694770282,0.3801755785252179,0.3077090011602765,0.2434717381619978,0.19310835841001225,0.11188167542826442,0.11733812789809256,0.24228546931346556,0.20065751649022268,0.35,31,-31,22,3524
800_4390,0.522109687765987,0.2152753019658638,0.157389501226449,0.15055203968854647,0.08105854694803682,0.21423549177796783,0.150617182900981,0.48326590204236786,0.439403795374705,0.20865923214756407,0.17145086199360118,0.26692114892828783,0.201677359944854,0.13014192533087546,0.09721696876262048,0.4531791644183752,0.7292211635840101,0.1322157240034978,0.05264974756444335,0.1542817039178388,0.13685515004344892,0.09180112529588738,0.3111448050706671,0.3999271476462963,0.6,17,-27,17,3650
800_4392,0.33673962373841043,0.13502123026302315,0.14479995635475437,0.1770281000951519,0.09402233548748237,0.41051161014573817,0.38320195102152305,0.3777936143252286,0.17991398231156408,0.1956880391107204,0.185054134858524,0.33752001637379714,0.43690444391044775,0.3343998657697544,0.09503756126448665,0.34201627054966477,0.30336473574257145,0.23897858454196386,0.17208888744040896,0.47010554792379644,0.20679718046939086,0.09246840165170157,0.24136725784567917,0.3151077156565387,0.2,30,-27,17,4278
800_4399,0.43562949490842495,0.13071170267326027,0.12748243344925822,0.2336981319086163,0.15040345427235646,0.2843647876697244,0.17946716312842675,0.4839637289548058,0.275895234014048,0.28858555161799004,0.22102267835149572,0.3257148750698286,0.20134754629576204,0.1620318204823928,0.1310673650141995,0.3953595457449709,0.7431612722655164,0.16693844016472448,0.06427189072217027,0.15120077625416697,0.04507188463222566,0.01680608269709663,0.12916826556190233,0.11492294668272952,0.05,43,-27,17,3450
800_4400,0.47204080516359415,0.1677725058735006,0.15216704590171806,0.14285730801321866,0.1089381312127587,0.36273568278079565,0.1918044023829211,0.43880780098649663,0.3442266060272279,0.20659976340841624,0.1580679348598012,0.39611911835274477,0.27565787578932566,0.20887913176584752,0.11628704441998246,0.18022022770859963,0.513464789495369,0.1949758310598682,0.16017590443320745,0.2578897837797942,0.24120496181951703,0.08179497281874944,0.04960683239805365,0.012880592067803733,0.6,35,-27,17,3340
800_4403,0.4430134427820754,0.14678802261713364,0.1187130587147466,0.1122701275159051,0.1044618510384684,0.2778183750680695,0.2966191761060513,0.6288072752133171,0.2609281022752121,0.19736236388111494,0.17724005039242186,0.3311754892076709,0.3103780284566046,0.28916438894466895,0.20629062291354372,0.4238900298690143,0.5923381839305781,0.21873278936060156,0.08483883189291544,0.22317870137766754,0.20349723423359953,0.08957646335065933,0.24695107102715455,0.1832333852713321,-0.3,49,-27,17,3340
800_4406,0.44618016428331914,0.14223475218551035,0.17782613425339214,0.2732303031010366,0.1075568483728493,0.19902368614397217,0.15810014672734052,0.43397295139060954,0.32649850511730594,0.3709791652307263,0.1958606822619512,0.19417015525184614,0.15927231540959738,0.1626508708648084,0.11268563534671044,0.2581135220988237,0.8519417620039289,0.09233856929475492,0.04080618516110095,0.11180710412572287,0.027363526739587505,0.02186988787126237,0.1421152065880683,0.16699442339644524,0.0,49,-27,17,3340
800_4410,0.4477982341297674,0.24506816431664252,0.15024435391934082,0.11921430740478367,0.09356614688012467,0.22385510044979912,0.2653952423055583,0.5159012928576189,0.39591206231713094,0.2212235631916874,0.14273985451731597,0.2842021685174394,0.2636332039418173,0.26431370705566265,0.1263418068080572,0.2519130222949684,0.716874755981898,0.16869415935447316,0.10555042226004421,0.08579037146267929,0.026585954042995234,0.014553785322271444,0.10940596715503774,0.14635251334348237,0.0,49,-27,17,3340
800_4415,0.4566092548567341,0.10557164481578382,0.10144312828509197,0.1428133489710446,0.14341823309864288,0.39660559169222076,0.2640736561478564,0.5166148277763667,0.29006901101679106,0.17058002153194812,0.20781379819557078,0.4237133403265918,0.315788920628183,0.16135061254839045,0.12888499932657194,0.31331133029670094,0.685641072025886,0.20788487036018777,0.0773713549778812,0.13203166828529725,0.08727036944604692,0.04918822479382424,0.14666324694308852,0.1850279088277618,0.0,49,-27,17,3340
800_4418,0.4142605539868154,0.1447872668629308,0.11202269618835192,0.12235323625532599,0.14442111584289385,0.3159738760010669,0.262167910177896,0.6075332922365582,0.26951346561527567,0.17729857069527843,0.2004502595042367,0.4010889085387536,0.24232511829549067,0.22662796925942436,0.1628933712503688,0.48482161475696667,0.6600946476439165,0.20586093770334843,0.08696436306238121,0.19503538763278708,0.07613264743872564,0.03328174085505053,0.14806947608206655,0.2017490509198217,0.0,49,-27,17,3340
800_4420,0.32565486777233343,0.135256329936917,0.12760704370844536,0.11990435701546676,0.13667669971476443,0.325366467189921,0.3481878397991971,0.6196251836498212,0.2193433438468021,0.18506162193396003,0.1647895394105337,0.36856354018046705,0.3732531724324648,0.2995563434939185,0.17364876484578304,0.4348616927459524,0.5919026123066821,0.19180585286707647,0.11223115068201753,0.23416753006139915,0.15500792375511815,0.10633255604433221,0.25763961064231,0.31208201424391024,0.0,49,-27,17,3340
800_4423,0.34748508208794554,0.11460408565302382,0.14552215634819216,0.15960281285019967,0.139835309664339,0.3392699045693263,0.26243063059082117,0.6069566053824679,0.20710745318540924,0.2074333061229523,0.1891781095971315,0.3626549706450758,0.31947634277446524,0.2794811984136802,0.2026235092773774,0.45677309649625963,0.5850229258654014,0.18964434519910006,0.11359253221479362,0.19989483123837676,0.14032112264481186,0.1051282160318796,0.31859910675453773,0.4187117911297419,0.0,49,-27,17,3340
800_4426,0.329536289593276,0.13353143988131666,0.15410493224306834,0.12716026899740793,0.14063059122131594,0.35838535604673,0.287945557539848,0.5941581677584603,0.18772044207216704,0.18984913873308557,0.15514962700050802,0.3931573594653219,0.3281372908717492,0.3153061757779203,0.1482920479731487,0.5377552545892814,0.3710876727725235,0.23716043635556477,0.11701811696089037,0.30991740921975314,0.3101845895713046,0.10536778189365197,0.2789105707547037,0.5055405604674089,-0.2,49,-43,17,3588
800_4431,0.40493835607750467,0.2443552130634492,0.17909998306599703,0.14544618455332659,0.10828067240103242,0.24634052603546241,0.18543697387818336,0.5025254983507647,0.2989718318605448,0.26236617127918227,0.16589792936120493,0.352039874570905,0.2448603329854686,0.15973894682340495,0.10486802501701899,0.4783581537302276,0.5678567134513458,0.20002501013507784,0.11127646598588599,0.20552951709234388,0.13431377755520357,0.10088521075405064,0.32042127534871984,0.4467666203795284,0.0,49,-43,17,3523
800_4435,0.46511429768874596,0.26638513427959687,0.21007949182136101,0.1768945438818592,0.05974779786393738,0.11038217399418128,0.0982015572365999,0.4698485684108006,0.4482315527820101,0.2538099029344711,0.15556562762942233,0.2661069796717739,0.10956809582861048,0.10122514843861595,0.09622960050699421,0.4474039804832434,0.7574134433522368,0.09965641480511914,0.06544576505689406,0.12385875036673782,0.1177988906753815,0.10296401659495373,0.234489813007514,0.43141989267072606,0.5,49,-27,17,3340
800_4438,0.25245327515146326,0.11770026660594796,0.22595289000010788,0.1781552903124511,0.1281586374755872,0.33576395969842615,0.2998895324533813,0.5377610514597834,0.2098481356851852,0.3009145627801184,0.20204352016742866,0.3378894971488373,0.311667673429198,0.26930085525080066,0.056669986940544634,0.11127052334239591,0.7949469782934269,0.17316375070769377,0.024169022709841257,0.06771451586109295,0.05310638123906586,0.017522133000934435,0.044773808781323525,0.043742010092679154,0.2,49,-27,17,3340
800_4441,0.320693229233264,0.13029614246054808,0.12867689724143108,0.1716973023846996,0.1458633688007841,0.2847433072809773,0.20305138647037044,0.6673260579893878,0.19134955415566818,0.1645854890788893,0.21583226330546895,0.377201459216037,0.269802202653816,0.16731698452242413,0.10772890719810033,0.6454478820474553,0.43162205397344605,0.23391055014810097,0.10783070467252964,0.19077330391444647,0.14910275596620717,0.11309952796709184,0.340912510086298,0.6135520749942581,0.0,49,-27,17,3340
800_4442,0.4384255710970276,0.21796283173524644,0.17807874047132022,0.15440460794259792,0.10514215644067958,0.2952351885360483,0.1711908658529637,0.4347521121485308,0.3819451708253333,0.2227544499102542,0.21691224641110343,0.31455398066828993,0.21025937766185523,0.07419445506447722,0.05249959210223108,0.40526203339114464,0.8065802970122826,0.14104262810441123,0.026458526336558572,0.05560894565776464,0.06623453264969299,0.0886213825795193,0.30014132691997875,0.22293647639352185,0.0,49,-27,17,3340
800_4446,0.175992060327934,0.07843138172435717,0.1084159902791336,0.13395344118098487,0.10275278844013169,0.3293299905998912,0.3402290832271561,0.7528593818515862,0.09923713858070153,0.17856735472155896,0.12815123297818903,0.3815119774969167,0.4049878734272885,0.32398072877672046,0.2605838599933294,0.577997575547175,0.4865255764002098,0.23928616020711896,0.14942278502029988,0.2701393818094686,0.15399526198966884,0.07472015218293819,0.2636321072368399,0.3645526055982815,-0.6,63,-27,17,3340
800_4449,0.4520771336473781,0.169225081086128,0.15722767579818278,0.11374546674097957,0.12006643017784668,0.2789899433650596,0.22196615770633196,0.5736067396085209,0.31745557686925296,0.2079047441413084,0.15078014775523166,0.34257711785723316,0.2616279483297739,0.21129198342227837,0.16857726969538828,0.5049046949764057,0.6350635927964645,0.14152865490946254,0.08771772250211896,0.21887721625599113,0.14775397949621052,0.1235460012339535,0.2849228588329098,0.4582512841600752,-0.3,49,-27,17,3340
800_4450,0.45638660367886696,0.16406197184463261,0.17191530840474867,0.188551149607402,0.12957886962337148,0.27147965229376775,0.17488805483135372,0.4272344462833156,0.35616216036478787,0.28088369070539043,0.19792928963729303,0.30452543757628636,0.18984298475300534,0.15883109052550562,0.10017289007092955,0.17723975650714424,0.7841650666713057,0.16531355211301782,0.0360133007895121,0.1051651279731447,0.058106524896175994,0.005376087170431747,0.07179061182306484,0.06377558400455943,0.0,49,-27,17,3340
800_4451,0.3658830348634284,0.2082881264452533,0.1571091212617748,0.1511833487882719,0.14574690624133618,0.37034081828370025,0.19808014429109577,0.4069052074968649,0.33258505703059504,0.1951180579671401,0.171275328611044,0.36956366607547964,0.33696809887306384,0.193289586537782,0.08960703355722627,0.27240701932430805,0.6190668505551116,0.17952396623857478,0.10246792173539838,0.24770655531323937,0.1788465263439794,0.04635148690159363,0.19253268631984188,0.2134060072439544,0.0,49,-27,17,3340
800_4454,0.24133485106200217,0.09055408542180532,0.15427193256170946,0.13008829353916035,0.12205364313383435,0.3754932399639611,0.3478095930235601,0.6538943998675097,0.15162024166077426,0.20292253585483355,0.12109598562833848,0.3779722654161892,0.3931483977361607,0.3017964520329329,0.1937637936152674,0.5599460031091837,0.44552354365922886,0.19331207627832458,0.1386244678946498,0.2669478567431116,0.18234844479126883,0.15079708893050126,0.3150604176927282,0.540640783306879,0.0,49,-27,17,3340
800_4456,0.44433658979252655,0.20761629905493287,0.14944821905597228,0.11395518743122625,0.10607660951752626,0.29072337481983035,0.27014702387088546,0.5105967136075755,0.34043935700115324,0.2022404963138265,0.15447950622297082,0.35990105901536384,0.30859993593569107,0.23387429836574783,0.10821570721637533,0.3286766408428259,0.6359881640347761,0.2167549077228963,0.12394479030573473,0.12367493498493712,0.046709092126279314,0.027533505296466042,0.1805379835767684,0.2517134829748998,0.0,49,-27,17,3340
800_4459,0.42779690367100703,0.12526590128202952,0.21432986600997678,0.19744973144521033,0.07305246854382329,0.23646357185192116,0.18553113429052454,0.5842957739348538,0.23595347575365672,0.17866931107234962,0.27967697783759604,0.308248480262303,0.2469852026283837,0.21699022682718702,0.1690956349888473,0.5215702498052139,0.37374762147724844,0.27981700266385734,0.15047994906146206,0.32539425711273623,0.2295428838864031,0.13378234636813296,0.2932345625623114,0.3316122578889265,0.0,49,-27,17,4353
800_4460,0.419883470784435,0.21998626892385842,0.27802580244382546,0.18150157261615374,0.07870606380441646,0.1516102879977869,0.15240406811998375,0.3725589317996645,0.2802878626359482,0.3162313299314118,0.3015738107826658,0.2110458161367042,0.12933271938866348,0.1536466705465845,0.06595070401523555,0.33558671062568596,0.5206421697632697,0.3513050302797148,0.07780819279835831,0.14853630872397675,0.15500241873625492,0.04966521436586363,0.197252515519683,0.11506775458900688,0.0,49,-27,17,4353
800_4465,0.40985215116206014,0.15958189308059903,0.14860980423720022,0.11166813361963322,0.11905619798822284,0.288952414811685,0.24442653208345794,0.6221953521287779,0.2631896669991075,0.21134626644871934,0.14698488865948098,0.35519233906869346,0.28825263453459604,0.23883954976770602,0.1747696558321706,0.5345332591320705,0.5412751458383201,0.19468600967286104,0.11560327991158204,0.23026371025629325,0.13883426347921288,0.10574420579709376,0.28129319175110273,0.49221296121487274,-0.45,60,-27,17,3340
800_4466,0.3980814630622644,0.16718479797778496,0.16364087890338125,0.11521519065947701,0.10938306168094972,0.33295864051474383,0.30361516182657494,0.5368496609589002,0.29473568862046007,0.22998960727867046,0.14617738555289522,0.36155230683968886,0.3255833516788625,0.21932528090505032,0.14507516034444634,0.39037008804046336,0.6875699298350928,0.14961788939783877,0.09103700178742916,0.19281542664923945,0.1349646211552478,0.08241970048174847,0.23811424719143295,0.2825575192581727,0.0,49,-27,17,3340
800_4467,0.4470001074854332,0.17888525264145122,0.164966338989672,0.11803110175177747,0.11042123277339552,0.33702605102581074,0.2659534309320727,0.4568723493293625,0.35795831526709376,0.23477885821659183,0.14591715462946792,0.3420523931921869,0.2954057112348002,0.1867446350245504,0.11224361209379961,0.3130911561378333,0.7535855108794913,0.13679704344199356,0.07061905892306347,0.14598135635077183,0.09982812851856049,0.05222782087966798,0.20186125052750642,0.24029375328364994,0.0,49,-27,17,3340
800_4468,0.48952117274676255,0.17425939611451613,0.1890279551982214,0.12506344745911782,0.11378226901986915,0.2795289125886403,0.21424178744256617,0.4300376872650527,0.38507658507442705,0.26342468409496345,0.13601326775829695,0.29249881061269184,0.21189715495978878,0.21822562668775605,0.16916081729644156,0.30620917149918225,0.7574553104174507,0.12301284209603759,0.0613570786664814,0.18405812210626268,0.14480206261181458,0.05770222255703944,0.0169518124918785,0.018215907993683347,0.25,49,-27,17,3340
800_4469,0.46831437115182767,0.14129561968651616,0.20486177097080283,0.14462568916877827,0.07754975106575215,0.2801232537823991,0.2790060743155424,0.48653669841123465,0.3117156049810192,0.24611836427660866,0.16776314702920556,0.3115685201723841,0.33048998625644094,0.24921651053551627,0.06937999663511413,0.18541344438824178,0.6517476595732499,0.21296138276594145,0.1293170146651989,0.07681975216218823,0.006198896162617283,0.0032596074727072213,0.047631715997767506,0.06555660525893735,0.0,49,-27,17,3340
800_4474,0.41724189541217255,0.2495417194156822,0.3268387816854684,0.1361904802276247,0.04156992190760112,0.14388193533148158,0.08299480060316371,0.45846045330653473,0.22849483468867748,0.3476164895349403,0.25226888664325564,0.2857807120239786,0.1818817051376426,0.1255442842479608,0.08093466672675732,0.43115380397742925,0.3763528209428474,0.3969549954097622,0.11761768856805058,0.24411055632131695,0.18578169908208494,0.11805984418334906,0.16761892124555078,0.12474748986344263,1.2,49,-27,17,3340
800_4481,0.6061746802416427,0.23559420623677785,0.14090348411055414,0.09733459563957131,0.04842337605884313,0.13501733189524426,0.11497610706925628,0.52990358519788,0.5153301723194453,0.21751792879306803,0.11567305835360533,0.21632048397535092,0.141507414681119,0.109012994453981,0.06122178563314913,0.5125737050057094,0.7596467663871712,0.10895299525958022,0.04793666110347601,0.10917321556071762,0.09039411955401266,0.0827298793484563,0.3162854783901781,0.46442432065756506,0.0,49,-27,17,3340
800_4485,0.3462286398951702,0.1491381935756929,0.1452774500958896,0.151891895879444,0.11524282677616,0.32340817449870723,0.2705503707341458,0.6125465605813571,0.22923379802380842,0.21955100008610137,0.17641005853351532,0.35571706489327276,0.3065816891689929,0.22743454014007075,0.17219767498474267,0.5196146571638462,0.5761102782351377,0.17750906211387885,0.09958647120702005,0.21837258820353375,0.15925183449788066,0.11745934682131981,0.31385206505136015,0.4734534663627178,0.0,49,-27,17,3340
800_4487,0.40880155090392506,0.1580076528921361,0.12995506763801928,0.10558634370652956,0.09421788028122335,0.2916497737256584,0.22922542487701578,0.6749319683052907,0.2736346602266073,0.18236498105439602,0.13360193399966835,0.3562545008247455,0.274028457572632,0.20742933449312898,0.16984967706643972,0.6078467148993525,0.5459749922872112,0.20410934741549458,0.09085535763006757,0.17179341621357877,0.09237145592550046,0.0664192100718319,0.2732258004011802,0.5772453364985622,0.0,49,-27,17,3340
800_4494,0.1611531103531958,0.10209287981328113,0.10905451119416873,0.12277248495373097,0.11147790134633032,0.35451849146358133,0.31156679740934634,0.7436796157244596,0.09021171687668281,0.15906715664437207,0.115812532659614,0.3932177057909812,0.32719276308406464,0.3011652308667077,0.24199252205594785,0.68793697030223,0.35092481346722276,0.1215861688612973,0.13230433023816163,0.26712870867442934,0.24847356438021184,0.21136935246512847,0.40116631829467625,0.6615282521614207,-0.45,49,-27,17,3340
800_4497,0.379408060113256,0.1848011708024317,0.1642619208003948,0.13497286705882794,0.12163838570726107,0.2648932956801099,0.20600106986438418,0.6092406682227558,0.28499866443786703,0.24918256000285388,0.17123915943044493,0.3151784746722829,0.2559147105390157,0.20511486168015153,0.1921406406066029,0.47465679872756705,0.6696037013898875,0.1772411789589398,0.07796459560213592,0.2190843079903165,0.11781162497702602,0.0503532377269658,0.1874210311356079,0.31255682310068506,-0.35,49,-27,17,3340
800_4507,0.3797646566139934,0.20478062428556235,0.21246387761362245,0.12408803567547404,0.10844238772524811,0.2376258330523961,0.2262108594916846,0.5600306478818834,0.2937965836474785,0.2948575187523713,0.15325611259152128,0.3429324414008585,0.20652926354700787,0.22963100570579847,0.17254731432122788,0.35187160728189,0.7706080375076054,0.14373712195498992,0.07312131110141706,0.10986463997743176,0.021205953606863927,0.0021440252119834025,0.045666749264663443,0.04644163515880109,0.0,49,-27,17,3340
800_4509,0.34034075335532377,0.1975748646986375,0.18830132351674983,0.14056664829397075,0.11388452815679873,0.30438077943688363,0.21215329817351514,0.5708406596227592,0.23119665045861637,0.29642424433938563,0.1622404379586797,0.34602477543796323,0.24484335770843277,0.20384531103705641,0.1768269243063711,0.48997571031443254,0.6079793451407449,0.18589040264831072,0.052607550187077794,0.2293116280614409,0.19325804055808526,0.12340321551206784,0.31094906521854804,0.4444290329346754,0.0,49,-27,17,3340
800_4512,0.3855268755105338,0.17171827720632551,0.09622857292598655,0.13300880347946417,0.17384309269946285,0.2906568063763007,0.2359941603709485,0.6077152535667347,0.24509125864124112,0.1763804955959481,0.19341532635170888,0.40074349129299763,0.27796195321677397,0.23283686321943506,0.1600566451131505,0.5095689664271744,0.46741016445361194,0.31768112501676327,0.11601881259828163,0.20516672266679256,0.09730781425714158,0.07378522843037977,0.25513797681835215,0.4404836642481544,-0.35,49,-27,17,3340
800_4514,0.23256988724433564,0.09899078076764103,0.1570553629591036,0.1436664076285371,0.10880256560054383,0.2942616169100708,0.28954566539840576,0.7188121807550123,0.14163407953784485,0.21157275048065924,0.16021606488563822,0.3766509407160004,0.35081100618925465,0.32735311347343626,0.23458187415098997,0.493793585169741,0.6500624345018529,0.19397440719428677,0.10266520066793522,0.15833918617297674,0.06689842555610759,0.029953010795950606,0.17423110960431462,0.38483302980246437,-0.2,49,-27,17,3212
800_4520,0.20379365405264813,0.0973771783811137,0.11283416304075677,0.11238986567085628,0.09747555635026212,0.32988050208987907,0.29376425123270083,0.7654377002488787,0.11034215053910246,0.17631432306157963,0.15027631162000715,0.34898100500142526,0.3320039101246722,0.3058349472506982,0.28256863795390014,0.6301431407634531,0.47063354311091066,0.19639694404005675,0.13874431615365151,0.2645755451795584,0.18496560162087,0.13374149831951193,0.3355096630486142,0.49379472824669773,-1.15,49,-27,17,3212
800_4523,0.8128988688857429,0.05494260936470184,0.051285420748315574,0.06306272803925164,0.056438785781339075,0.18650776165585467,0.12482361272822949,0.5011953179659236,0.699919172616506,0.06127452815459667,0.0703403305191472,0.23602664196701445,0.187019258932226,0.11934844327846844,0.10266831912260375,0.4798013884359552,0.780366889818216,0.07647857628416005,0.04226231122935797,0.17350873924433066,0.12656416472024207,0.12114449679297168,0.32942143781236394,0.41021236768725566,0.3,49,-27,17,3212
800_4538,0.34288239153884903,0.2273355491406489,0.1790276171787863,0.16203523153450472,0.17479213456300474,0.23125573815391012,0.18495838385903202,0.4764990496742228,0.24679258643002805,0.22954434649832783,0.20501820130059306,0.45520175615637315,0.22310388543299495,0.1694995073828816,0.1472477838150222,0.325669750620222,0.5563473718933867,0.23065386501551696,0.17495401504329622,0.16584120016460369,0.062183371383110066,0.028830114072783332,0.15921000001624852,0.2685476776549347,-0.25,49,-27,17,3389
800_4542,0.36028838573065014,0.1741505582605674,0.13802792414887916,0.14178128865340323,0.12780644214395487,0.31314267848652716,0.2998393206657321,0.5629926640999287,0.22359002954972512,0.2157730273262839,0.14924738926780584,0.4248721708608517,0.336773586125729,0.2534385471301652,0.16459767724806695,0.4020669373343438,0.6102203479332038,0.2229919168212344,0.1382824571876915,0.13262855354974074,0.030906434449343313,0.017153806430089364,0.13347002321565024,0.3109433429591155,-0.65,49,-27,17,3212
800_4550,0.4952900260904129,0.22548679202820254,0.14724594536328722,0.156049232145362,0.10162763514776735,0.23950206161258406,0.14537340372544477,0.46256982421441456,0.42140874719427357,0.1881314604927949,0.17120007249250685,0.3217469844936258,0.20955019575776584,0.1499316630351095,0.11677576520925943,0.4347115739619629,0.6358788857646254,0.1866890974308541,0.07451555869327632,0.17800110922928536,0.13698190535740276,0.13420809037507625,0.336203362236632,0.3837195330571836,0.0,49,-27,17,3212
800_4551,0.37666303542082463,0.19825241749958547,0.19961751504406694,0.1777030654509124,0.14244601433246445,0.22181710970652474,0.13222468427493678,0.520538939053984,0.2569912493704801,0.2595236150066536,0.1982735024252619,0.3378975620421008,0.2562943822043638,0.1763195020904205,0.10356590262443564,0.5020584482684948,0.5322902424248963,0.17358550427324831,0.08990130603222658,0.22708565055932056,0.22886381073910805,0.1736033442282367,0.34242456854826264,0.4873038620335018,0.0,49,-27,17,3212
800_4555,0.3865555325996498,0.14002424821504816,0.13411658785785746,0.14909481257978416,0.13332317806973948,0.28448048643562823,0.254098689089911,0.6207929106599533,0.2470082527390034,0.16076917258347484,0.18291536367698202,0.4032185527315196,0.2972912550732294,0.22223045158301252,0.1639037902089193,0.5352681036117076,0.4571236935328624,0.25984715575913553,0.1362189696506993,0.2506028360563702,0.13963364773568793,0.062391956472728376,0.24051118903938018,0.48919896747794706,-0.55,49,-27,17,3212
800_4559,0.32453734569130405,0.1461643382229074,0.16364476007116247,0.15618259567656623,0.11950346816748764,0.2768593177144805,0.24769083084275834,0.6432241127079478,0.19439547260952547,0.22420537356212367,0.20389128634342024,0.3229608979766862,0.27229731781932254,0.22995143606648796,0.2169219053551506,0.56110788320307,0.5240085460561941,0.18142185728357013,0.08608182404535933,0.24710642832769844,0.2189768584257121,0.1940396900824218,0.337956249413064,0.46995707158741085,-0.75,49,-27,17,3212
800_4561,0.47999503185014564,0.1473795841546178,0.1549323366567874,0.12101426089683273,0.1378128634121818,0.28717877682473214,0.2138001282315471,0.5323002645477968,0.3281489648347481,0.21272355801679704,0.14582224493791124,0.3631923338020541,0.28062169631357503,0.18804034839713094,0.1306150539464951,0.4734102761773107,0.5909120887421031,0.1892661377855301,0.09763116089967341,0.21870932506012603,0.13009549111818405,0.11125166942622274,0.25734132564044476,0.44907294403541814,-0.15,49,-27,17,3212
800_4584,0.6502535409302849,0.2672105017683812,0.06580539241193713,0.06131639521981064,0.09231313525908252,0.2472549824019232,0.1298121902037312,0.33462850027178864,0.5749631867107053,0.15074909841298223,0.07696815394484094,0.3099474724014315,0.2259287440973987,0.17701082637373972,0.1125125574307341,0.2807922267859157,0.6251631466768726,0.16645860671251547,0.09525467507303753,0.25052231099240796,0.1506101466769582,0.12387319493761392,0.30397206472281124,0.24822650284923034,0.0,32,-37,13,5000
800_4586,0.5302968990210543,0.22391742394397554,0.1380830862781946,0.13348902229585002,0.12544729770527746,0.24305277045327137,0.12080786245871121,0.39433051978220934,0.3841262770143041,0.21857798306555662,0.16769413931553595,0.41000884101824425,0.14788563229343443,0.1082590673276282,0.10097670871723634,0.36478886808031924,0.4996025519036,0.26077984717117364,0.16150989758341427,0.19783687736157876,0.11349154007741694,0.09001389907378221,0.3086544041896699,0.30723011700788666,-0.5,52,-37,13,4900
800_4590,0.5660319200141645,0.20201370949574765,0.16235467091110442,0.14107921017519975,0.09353231741059936,0.15233542007661902,0.14835579484047506,0.4337994020074553,0.415518373173016,0.2619066244982834,0.17120893586857452,0.26847185949037083,0.14493525729216675,0.131903703559448,0.1299896564986963,0.3935438054476769,0.5688843696069661,0.2500890191248534,0.10142209841144079,0.14613513901395242,0.12393650895217519,0.11718249342746762,0.34099862366263095,0.35361552222312304,-0.5,52,-37,13,5000
800_4594,0.6096870231486976,0.15945962253248563,0.1033803540021391,0.11837063511759885,0.10345148121878137,0.2769537528709971,0.2011160332906434,0.40335063614147354,0.46017459419500617,0.17510438965030733,0.1550608280837557,0.3011272067424117,0.22284390081420452,0.19925369310598776,0.13120118077925894,0.3337492064865243,0.5664456199397554,0.2286496685097351,0.09020329391681729,0.19480880743573675,0.17933605517512777,0.161765484115929,0.3126018873803964,0.30690831183209927,-0.1,52,-37,13,5400
800_4596,0.6084106688334895,0.1664636439728272,0.08782865233302778,0.100744683240556,0.159391220391094,0.24255452082773332,0.14890684727011344,0.4306722724345206,0.4421293936195584,0.1642281739089074,0.11722458958164644,0.45378443264682033,0.1801930058164622,0.08840602876958999,0.10091153684949646,0.37619772181149413,0.4955964986031099,0.2383780495243615,0.18655039385319916,0.20636653242334038,0.09482748999523619,0.07347156787034057,0.3184136053845951,0.3324696268336123,-0.1,52,-37,13,5226
800_4601,0.5946149386920597,0.1658732385278736,0.09281262228431111,0.08412288030434521,0.08943237288102002,0.2779306090917078,0.25833251646061967,0.5147555702094491,0.4445000164055035,0.13211861223093047,0.09870726283752672,0.3025121273108692,0.3084907401861333,0.2359738643934808,0.2029895608744916,0.45027220305448923,0.4884091539186362,0.15403185067952918,0.08022093038363112,0.34084247295094244,0.2289526748319334,0.22451517918665062,0.4449693489222849,0.3719264114741413,-0.2,66,-37,13,5400
800_4602,0.5182610970693888,0.1396698508024053,0.12253287101376542,0.16397677883553516,0.1363287984411028,0.20999823733161438,0.20320688410221546,0.5375611946509198,0.3597733530140653,0.132999527213207,0.2178945947499306,0.37772610795452843,0.20210104325024383,0.13108951964375662,0.17625478079456874,0.48981387624077855,0.4395443156691936,0.233607984217245,0.20463415837234505,0.15752560117004463,0.11308845369545663,0.14243901639344497,0.44761682727366114,0.3943212045084778,-0.45,52,-37,13,5043
800_4604,0.5795365924018773,0.20362733940828764,0.08731826500679674,0.07947428729097572,0.0883280292542058,0.34197545226572795,0.23666231147379835,0.424372572824522,0.4503972168778939,0.17030467882758563,0.09445223675277611,0.3996372312051926,0.19174038586119868,0.14423475614214598,0.19047360186649595,0.420575016351792,0.49912492053240154,0.23582297492776624,0.13915307744124353,0.17138796299762368,0.12010128546241196,0.1700415299963516,0.43668879699850843,0.3601349898974119,-0.1,52,-37,13,4903
