,sqrtR0-31,R32-63,R64-95,R96-127,R128-159,sqrtR160-191,sqrtR192-223,powerR224-255,G0-31,G32-63,G64-95,sqrtG96-127,sqrtG128-159,sqrtG160-191,sqrtG192-223,powerG224-255,B0-31,B32-63,B64-95,sqrtB96-127,sqrtB128-159,sqrtB160-191,powerB192-223,powerB224-255,Exposure,Contrast,Highlights,Shadows,Temperature
800_1777,0.4334218109736455,0.18027052675319227,0.13515335512365897,0.09588265352523444,0.1288762130989027,0.29824741569097224,0.22503043590038208,0.6031835624221189,0.29593406110642684,0.17927826904981747,0.11556389018750499,0.3679575367559733,0.2845998134852093,0.24956060148241038,0.1818833698721636,0.5587530200074269,0.4169044455391234,0.17975378091804317,0.1457700005659348,0.301476601266355,0.23618461256495774,0.16342176519803042,0.355821526944917,0.5109621156109119,0.47,33,-48,22,4250
800_1785,0.20996284346417945,0.0783346553159667,0.21108964143294698,0.3208953925638807,0.10803153446069605,0.37052729284688735,0.24025476327516013,0.4541808908170121,0.09067770474453768,0.2544047675934712,0.32889910373100784,0.3448003746730999,0.3677210313942808,0.23037569318108927,0.12606688331864965,0.23298525528334676,0.35643521841010184,0.3251260856534643,0.18141442526015936,0.32324612264108366,0.1680494434576002,0.04578865940589498,0.16099410643003872,0.19768506198500277,0.7,33,-48,22,4200
800_1786,0.3346965197069166,0.08650159573800434,0.19631172350494663,0.17570297032101273,0.16332554090266385,0.36425361138756784,0.21255966227181,0.5450775958513796,0.17794144072030954,0.13162385967987467,0.2371307357879343,0.4136735183504159,0.3641078488280112,0.23449672798540538,0.17893669403482607,0.5001930931989161,0.239491284053256,0.30822181077561916,0.2220205513614476,0.3475599321520558,0.2127590601361703,0.16115285414311287,0.3303085394070904,0.4028145415099647,0.65,33,-48,22,4250
800_1788,0.13397746292470053,0.049244339385606184,0.22808574308893392,0.3201887447675803,0.1594866255508781,0.3440552183751033,0.24000785240067166,0.47064883417421965,0.045466421677813965,0.2544810697004884,0.3410032824219543,0.4189080398351126,0.31574864743311326,0.24329449813952608,0.14778005866998326,0.23078709533151892,0.30537297857221024,0.362522210739593,0.19593913139795371,0.30632143067455775,0.19396236226008626,0.050874781982996116,0.1673288485212102,0.19130120050399207,0.47,33,-48,22,4000
800_1791,0.11034413850236362,0.05023356922759145,0.2588305375345809,0.3107821428406272,0.15611328517675774,0.3377017506873244,0.21625341470139944,0.4753494818055436,0.0412175338938804,0.2910870605940025,0.3146662559051555,0.4200969661998095,0.31035044605856693,0.24535272216653434,0.12959359991707467,0.2385412575390877,0.3226119147116408,0.3463593214859907,0.2024022116380422,0.2929750718368479,0.19348515639878092,0.05487297145090595,0.1964450830463109,0.1710167349145606,0.47,47,-48,22,4000
800_1795,0.2386763590963253,0.09196261901422081,0.16753955322859207,0.082260552867671,0.1653291868881931,0.5106203977317805,0.34806745765090635,0.48218541016725475,0.1316989231163234,0.20272822973166102,0.1061354326065218,0.4357366148753236,0.5249496487071575,0.2742122686749869,0.12401887982329901,0.24193100561915432,0.3089397992891242,0.15238232684651648,0.32657772498166215,0.41801587914794364,0.18287970412498106,0.05868560001012063,0.1219766898264353,0.12605947966588577,0.8,50,-48,22,4000
800_1799,0.33910861423187966,0.20882540668582622,0.13177519769732793,0.12477778250001817,0.1077523931665903,0.26896779308782953,0.2260485978772895,0.6588540162028113,0.24062695228244596,0.19391985063724923,0.12491389863248567,0.36024659253708124,0.24164722305947836,0.22617149162039293,0.2114179215841257,0.6289853611633033,0.37669485917581835,0.181398652854921,0.14141610104380842,0.2747755866954138,0.2269976319691629,0.1920763778796977,0.40694279047746756,0.5747769025084799,0.5,33,-81,6,4250
800_1802,0.11668356353115678,0.0744616902865546,0.12987023246708604,0.1666899903747039,0.1939155841052912,0.42453939387092227,0.3099580404490947,0.6172293994143316,0.03110890854074918,0.1388520804931076,0.2264169510470785,0.47271974827784424,0.40001666940591385,0.2996665903262564,0.1722325989401294,0.5632957588060705,0.10196158073302433,0.3066190536380691,0.24849729991836883,0.4016885796083052,0.25518085669214746,0.15334540086877607,0.3276674839835736,0.5341556898686132,-0.25,59,-48,22,4200
800_1805,0.2869147811336931,0.07089643855236075,0.1409342306666646,0.18879197469192338,0.18906434458692156,0.4627486094664496,0.2502385642297526,0.475769470192238,0.11841572272629079,0.1426466239125298,0.21546454330271192,0.44752516403609804,0.4608897569388972,0.24941292403651696,0.0789409212758973,0.4536059285655613,0.23454675887807497,0.24781432449293228,0.24671047633434548,0.44190913317688924,0.169549112049453,0.08749622669215207,0.3003218665030224,0.41996790496398384,0.47,33,-48,22,4250
800_1806,0.2840842731924237,0.07199888288430331,0.14220004188358082,0.1935167597082595,0.18586430798833514,0.46042451388092176,0.2547554997298283,0.4700679510194327,0.11651706095294176,0.1439231702743727,0.2208901681266831,0.44576737325079985,0.45987297518938924,0.24723984154488396,0.07947297466792093,0.4500772183439248,0.23360490130383016,0.25378441384677347,0.2425117409454282,0.44307765318704395,0.16760997447858472,0.08328003510400694,0.2971221183600391,0.4194654144568031,0.47,33,-48,22,4250
800_1807,0.3416565181674242,0.11260968840773909,0.12672711966262357,0.18037512560119562,0.19124206507633845,0.37353190283886856,0.1900370319747168,0.5576098276961968,0.17391515580053463,0.15362586951921303,0.20730429170174397,0.4461521241173315,0.3744069556522527,0.17088275351572998,0.1484165469246047,0.5227829843419556,0.28429947619099005,0.26302115274977156,0.22132196868684845,0.33910508324583805,0.15713553555340637,0.15767921004433164,0.37462236256486187,0.46589683228687084,0.2,33,-48,9,4200
800_1811,0.308197174217261,0.05456382390486657,0.13735133475837336,0.15619132142257075,0.23328653544172312,0.38484674104175,0.19035260561087597,0.6109032961439625,0.11936126878622835,0.132568524907408,0.17925346811243562,0.4852338577958756,0.39588420984572376,0.18477352805631722,0.11829218572584757,0.5987300431118661,0.21261816091442734,0.24577591315344832,0.2300344746792614,0.38187770990166325,0.1616464133830011,0.12465159943150754,0.352880064735475,0.5740165706839936,0.47,33,-48,22,4100
800_1815,0.42536646404351763,0.0650684109497157,0.1260999119387804,0.11644078637193721,0.1529518950999073,0.4068161842285926,0.30701136181370664,0.5605714286504638,0.23494806061624354,0.10951766388272244,0.13346149628321757,0.381799962952448,0.3293801358972386,0.36626677874441765,0.2320000156537581,0.5315550413673246,0.28758046679272853,0.21694646124480557,0.15377362915502407,0.3680953813050182,0.34337971614239304,0.22345184724367162,0.3545165856108303,0.3875945277864712,0.65,19,-48,22,4200
800_1817,0.4245962848406237,0.10403613372709479,0.1138998326198224,0.11290716202625806,0.1397366839610769,0.33640950743922854,0.2952236272705543,0.6210948230772055,0.23426392909827645,0.13856236921015097,0.1366956376114556,0.3781316831914032,0.3617293104876271,0.32833624927898525,0.22971322223761562,0.486619490507863,0.3154580967105534,0.20079554580669823,0.16714078388358566,0.40927362238322645,0.28805059674074635,0.15501822294278142,0.31495848968617435,0.4237934136812047,0.47,33,-48,22,4250
800_1818,0.2121370144428588,0.11518703154855403,0.12317673197525125,0.19625215721361,0.1605346509558463,0.34632156574662537,0.39245015513154125,0.5413618256131336,0.10168532967024499,0.13286654904617962,0.23165338958622678,0.4296131689731847,0.3758004874937879,0.3639451622783361,0.22028266290661533,0.40543778421430476,0.18282576650586335,0.3018787439506082,0.21365542364845627,0.39832806746942345,0.308229548477532,0.1672663064872765,0.3017673682446041,0.32887821183232974,0.47,33,-48,22,4250
800_1825,0.2561204426058423,0.12435699234490578,0.05749424320971805,0.14927411702607196,0.2984480118401492,0.45813939948795324,0.23413526080904828,0.4475428413992651,0.15315305520022535,0.07263707348718684,0.16827956255220308,0.5649932316247521,0.4377301601467911,0.2370930197280501,0.09997581272017861,0.41229986469666724,0.1919926994408256,0.268093040785403,0.3413306492901922,0.3690426664039632,0.17422764947299585,0.07079541957035923,0.19953661288847252,0.39936816277491827,0.47,33,-48,22,4200
800_1826,0.2553507471850106,0.129016540711303,0.05872195842515093,0.14789407285673106,0.29768000856169097,0.45526733105862754,0.23119556144169037,0.4493330454456636,0.15819449946588524,0.07222897282389804,0.16722669256901157,0.5630771209291001,0.4358669176149156,0.23651618195884275,0.09834902508411146,0.41514031490197467,0.19519546111466257,0.2644961616626945,0.34102092659605177,0.36898321528547984,0.17365708670766206,0.07271935687875264,0.21791441656129018,0.39936945918417605,0.3,33,-48,22,4200
800_1827,0.2704961374491649,0.12944242317875237,0.06517482651455278,0.149969038740991,0.30161578795193034,0.4415033530140367,0.2221265066613897,0.43668573944935646,0.17513194318895242,0.06680483440460905,0.1711864471162538,0.5634394375876777,0.4253447204943258,0.22963040635188128,0.08738636351598003,0.4095295741712708,0.21163027984706106,0.25587608802070133,0.3445291169060586,0.36052919427982255,0.16393670315643583,0.07019056806300865,0.2098426420805302,0.3945874955942798,0.47,33,-48,22,4200
800_1828,0.26468751880709873,0.11328765409887653,0.05860155964589657,0.15360294035069022,0.26742137855115844,0.4862784164027732,0.1667145183579439,0.5193772886956829,0.16233366856346584,0.058490161872773005,0.16649116998545965,0.5411112461044882,0.46483970473196895,0.17382058984443083,0.08756902551252521,0.5067149840383609,0.1982792278358895,0.24572135659641076,0.3338117262575479,0.368360491564566,0.13041395711869086,0.08022396487090139,0.2393744171325523,0.4944508008425682,0.47,33,-48,22,4200
800_1830,0.4388903327904129,0.16022228576449318,0.05895392013360466,0.15545398212218509,0.2852568309103469,0.30019443212870484,0.18772352708352513,0.38570245588830404,0.29198658316081866,0.09559151088962091,0.15160193686237367,0.5500280813212143,0.3098790377914736,0.1994353407889664,0.11452093249210339,0.31116285123712123,0.34317051550055844,0.28294684793023106,0.22830410694714715,0.3209389603591586,0.1670972961539506,0.1037440894478661,0.24924425276357182,0.07587390700607072,0.47,33,-48,22,4200
800_1834,0.3180017181323657,0.2404095793606874,0.045328571406550625,0.06536871974753582,0.12709483966538057,0.5323072278747497,0.2989240293214573,0.46798810810519953,0.24419605765840832,0.13322292833173205,0.07164410010748357,0.398835277945023,0.5321466675976331,0.2506694995782928,0.20452649880995344,0.2518156822314918,0.31001017581634993,0.1522906376984378,0.3087784142770601,0.3879612657045329,0.2520827234399469,0.11385017223773214,0.17117062100325572,0.1796152629909792,0.47,33,-48,22,4150
800_1838,0.47531737045688105,0.17488032790747912,0.18883664941042583,0.12738669797732252,0.05447430931178582,0.1980260799100797,0.1944013029013585,0.6238719085253924,0.24487881287574387,0.20232585447899976,0.2229205143444658,0.3098675787353532,0.24795445885392384,0.18015267305955146,0.14445596293920032,0.5874015190982674,0.29797453689685827,0.2475075195561309,0.21713793218867694,0.26108571005547276,0.18598146385032227,0.15772214834454806,0.3804584554502389,0.5458825661654821,-0.25,33,-69,22,4650
800_1840,0.6493020436999243,0.21709884525073886,0.1509231729168699,0.08858316786529606,0.028063843393283522,0.13553011110368843,0.11169195007326577,0.500786788729448,0.396002898158818,0.2688474462136208,0.1879682862899097,0.2437761052782197,0.1430543407371913,0.11219663984730169,0.10277095249698365,0.45836165710655946,0.4959777063520568,0.24515800922187486,0.16436401478124857,0.17077809917758238,0.12560051015745607,0.13812793107853538,0.31009201975367057,0.381731984247223,0.47,33,-63,22,4650
800_1842,0.6133120419839557,0.20880121132072232,0.260933056957486,0.09896441084753914,0.020045956329650644,0.11189016306855194,0.08646885731488484,0.3505884955650132,0.3817584618816474,0.28696616876880987,0.25898173792197104,0.19857715091332886,0.11950966406390157,0.09212393942314574,0.05988235335779808,0.28400087272016783,0.38994813879011947,0.39283704886792115,0.17828034098784035,0.14618071502336177,0.09341037560343857,0.07572753374959305,0.12622404852756133,0.23108657565211496,0.47,33,-48,22,4650
800_1849,0.520218808293767,0.250391832789823,0.12384643986259897,0.06007717413109737,0.035266520066793525,0.19733751812470496,0.24568687558726185,0.632935540575307,0.2919032068685549,0.2834917528763032,0.10688017640430561,0.22390311255821257,0.20536445237938744,0.23809387738879212,0.328679541100602,0.49635793201026235,0.4056563258410463,0.25232088328111824,0.0728735494617123,0.21406550313848996,0.24439505425700445,0.3473070404885222,0.40298415431568846,0.3589526127479933,-0.4,33,-69,22,4650
800_1851,0.017631755064966725,0.028817478093147587,0.06656043093844545,0.23402511341267723,0.21303482216764486,0.4589709931958553,0.4155182972606896,0.5214611868130866,0.020105797881113614,0.1925115647789474,0.20601590915446913,0.3118010058016478,0.47108815009630434,0.4199305703543579,0.27227047761167444,0.32923706184896145,0.3199666098456363,0.10213546255482357,0.0634712691187426,0.4060641698817695,0.4675212121077342,0.334523932110868,0.36896464632373493,0.15126102429290653,1.1,52,-48,22,4700
800_1855,0.10744055944392392,0.06144136331716197,0.12476335886939877,0.2795762876833866,0.27773719220137416,0.40929154565348763,0.2144747896290585,0.4210165743570456,0.04636913726209542,0.1825677101374341,0.3696229035362999,0.5596299059965036,0.27758206984103095,0.08247428710593346,0.05423088874158651,0.19546743871946312,0.17508217615811295,0.4067303633279522,0.3707475888864495,0.19985668401337175,0.066970803327515,0.04212831252854771,0.17339633726082657,0.13511790286009356,0.2,77,-48,22,3600
800_1863,0.5813944122990828,0.04651824567252545,0.13497132560212052,0.13851824501190113,0.2336818640351505,0.29190722411611486,0.06082529330717119,0.3731176557205293,0.375941995204308,0.07315885658264773,0.19538250037050012,0.4739171674586953,0.3262746078340072,0.05506151181509804,0.053308400315287614,0.36925187935675524,0.42315485980561357,0.22069277909009571,0.2527902017965017,0.2808161892306448,0.041625802613138425,0.06265302932402333,0.22115003988596657,0.35815452695913486,0.47,33,-48,22,4150
800_1866,0.33280227299952514,0.14889227617883455,0.18172417548031244,0.06932440044490845,0.06689913852388785,0.25626495291903245,0.2736230449756423,0.7286330821327327,0.19638408939215737,0.2242543148125842,0.09151994567906564,0.2606553102933351,0.24071569492275538,0.2520905307160648,0.252006275793313,0.6961784507502407,0.3613027808539626,0.1457874520579438,0.0797192688034046,0.2489118130781336,0.2799764089774219,0.267763581197882,0.4447807555354029,0.6344350987465049,-0.7,33,-48,5,4300
800_1867,0.32918565489234874,0.12027983935378611,0.20696038169991407,0.07822733139271273,0.05145021898594611,0.26814885425201956,0.281444783458891,0.7297567328878308,0.17655999272432438,0.20794520737987815,0.12201794189545004,0.23583436980344627,0.24262112668273927,0.26914017979690225,0.24971028600472106,0.7029710699294983,0.3272000055492441,0.16663031397931674,0.06784339086123167,0.2422136596481269,0.3048028984452366,0.2759649108861683,0.4523823691927584,0.6408980806569646,-0.55,33,-48,22,4300
800_1872,0.5429474668789613,0.1841818905702267,0.24774482131103537,0.10503128166179604,0.08074984271636382,0.1985683485887181,0.15642024991262024,0.39196224076704744,0.38943312709376615,0.3023137100022263,0.12638037448149247,0.3092238586209311,0.21779109852864662,0.14821648126233405,0.10424870637822996,0.27813599924599564,0.600494774571866,0.20001138475882477,0.11183986841244714,0.23497516400450083,0.15072515228706568,0.08570482174867057,0.21452230787702456,0.1269130162898073,0.47,33,-48,22,4250
800_1874,0.5718978142642746,0.19587320659769897,0.21408931618558166,0.10472483456315887,0.06300811643018886,0.2105415056164329,0.15338309193946786,0.40679116930045744,0.4339087774728874,0.2779552257474358,0.11059437139285366,0.2858423974625079,0.215908576804219,0.15953703397852606,0.11417019391264044,0.32186486996719876,0.628019658637806,0.1714049210785176,0.1022076632859585,0.23789153186237672,0.16403145890366094,0.09422105399634645,0.23024947147714656,0.2374853204360743,0.47,33,-48,22,4250
800_1875,0.43180552006184736,0.11264164610840538,0.11715219616842308,0.16110969688575097,0.09913223694655923,0.28095764757787106,0.2383476792912479,0.6582662351846769,0.26169679370398613,0.12160967607608542,0.19192418719538337,0.3222571527794573,0.2735015455554776,0.23452237484594424,0.21219533166892773,0.6182360964408998,0.3076972475528824,0.24493981051973734,0.11622966185504624,0.2897801463581429,0.26074685211909937,0.23458240218376267,0.4463883222325144,0.5390557314652576,0.0,33,-48,22,4250
800_1878,0.21037599019199338,0.15990821396035682,0.14236354639861762,0.12111495105104225,0.03793346037872711,0.16634178162550992,0.19480576951412598,0.809215936635974,0.14180479586819136,0.19232543388152673,0.14066265902603275,0.19048610187670342,0.17361008276681802,0.21342804902091367,0.27262883653880776,0.7629903960373108,0.24428722381224705,0.21983005880216924,0.04475291990436803,0.18856608187630045,0.23138657292697132,0.2823950911367361,0.5223917941545109,0.7055568092120288,-0.28,52,-48,22,4250
800_1879,0.4968321530504963,0.15427196008772212,0.10941284482661806,0.09043795317450898,0.07154123539827607,0.24986830839622196,0.20173481210976632,0.688236450943538,0.3310974962559118,0.15833895598018038,0.11360431334820031,0.2844007459445797,0.25170566629244595,0.19964116002795218,0.18167531134785564,0.6512263349749837,0.4334981994684617,0.15913423753715736,0.09990739698830188,0.25994648883715293,0.2124051151902065,0.19918909958771291,0.3975062781525744,0.6006104176787276,0.47,33,-48,22,4250
800_1880,0.43522124357044956,0.12135544582341207,0.07856474525556141,0.0985876623126387,0.1125624537700618,0.395203268632682,0.36523479066946385,0.5758099192946012,0.2964586243291636,0.09837339983030764,0.10839157470592861,0.35048841031579214,0.4031114978405923,0.34113929363855616,0.2991644551008148,0.27306675602326735,0.3665936107940726,0.14091317326700079,0.15225867999777148,0.40311190754359694,0.31559147181174024,0.26925557114314336,0.25766012999726984,0.1873237453353092,0.47,33,-48,22,4250
800_1885,0.21281261524751346,0.10917463471329676,0.10461874931047338,0.10080023073404829,0.16373611890708958,0.47199389019898197,0.4183508186323875,0.529462847394409,0.12595173941277987,0.1222467105864384,0.1384005713078974,0.41588807796511157,0.522950565553177,0.38607468343689494,0.11180488837592412,0.271165863780483,0.25547795177398547,0.22978627262335455,0.272582450867719,0.46312489924967504,0.1478233585614188,0.06822680170037526,0.177562690982329,0.11384235652997306,0.47,33,-48,22,3900
