,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
800_4390,0.15145062637093307,0.12114789968816331,0.11166210542286671,0.10361319654299707,0.08463167112184357,0.07275783010460546,0.08157287049407431,0.06897916919447215,0.048442974579837435,0.0326155723681994,0.023930096920191518,0.021966749017156194,0.014040908939766257,0.00864462684526131,0.005965657665807342,0.04857804472382491,0.2739071952776813,0.1654966000970237,0.11681728717272397,0.09184194497484012,0.10304899586206957,0.06840186613153162,0.038928498209377826,0.03231840153581938,0.02443762154110878,0.016236135973217408,0.011374684304161118,0.0055622364246660375,0.005096688973013277,0.004354450042379049,0.003334611274346483,0.03884278220604035,0.5806677876727064,0.1485533759113037,0.08421553286286607,0.04800019114063172,0.03148378530679062,0.021165962257652726,0.013925602472848892,0.009877241690942775,0.011737256942555854,0.006992075150859065,0.0041406279762501155,0.0042868186293411,0.004546113668338854,0.00482627342491201,0.004385003916401078,0.021196350975598962
800_4392,0.02680640008420758,0.08658717411127864,0.08349638825683046,0.05152484200619269,0.0626828415389111,0.08211711481584327,0.11289628925126824,0.06413181084388368,0.052416960075610655,0.041605375411871724,0.06354699317949448,0.10497278888495205,0.12187607282634234,0.02496766244035939,0.005320558033753057,0.01505072823920061,0.051964157167806724,0.12794982514375736,0.10887327992699661,0.0868147591837238,0.1167157987641481,0.06833833609437591,0.05716277496559799,0.05675698648737029,0.0731650224094774,0.11772047069922018,0.10235594591600955,0.00946732431082021,0.00599934950526947,0.0030327885458315816,0.0019662381343617343,0.0117169427452331,0.1556167984869061,0.14774793725566535,0.14311751141063328,0.09586107313133058,0.09582834470231058,0.07626054273809836,0.08481254455085145,0.13618668163788142,0.03662641519488747,0.006138658655202339,0.005396612406656539,0.0031537928973638667,0.001966623498538589,0.0014273889110687382,0.0010721106660216038,0.008786963856583748
800_4394,0.01959885130646163,0.006694904318479049,0.014896940406623068,0.3225894810113453,0.12431347371893386,0.10575009595568004,0.15508009629259842,0.1127168196489046,0.002715661354293034,0.0036603265818263577,0.011848792345742574,0.02529156103100552,0.04287011311429527,0.0242179089082765,0.006197454218185269,0.02155751978734944,0.004942433198220983,0.02017177773339361,0.27760162658915927,0.09858394630093331,0.11894716745218567,0.1690154429739192,0.06824472012541291,0.04019089620072761,0.13048645731188888,0.020512384613707645,0.0072441033225218495,0.009405803672586668,0.008485856804397292,0.006123381718191325,0.014021943517062494,0.006022058465691247,0.013342243687129211,0.3087475300908865,0.06238267037115415,0.12011104984432389,0.04039065247440136,0.029657544472677568,0.10187179087981725,0.07225831555336425,0.04735968835268706,0.06021607039084075,0.10802875433342017,0.010068382322662562,0.009787727097862022,0.010845634341365276,0.0010186000974641055,0.0039133456899439105
800_4399,0.095803598816954,0.09396945801721543,0.06271254210654152,0.06799916056671876,0.06202095103915102,0.0654614824101072,0.09743960737776414,0.13625852453085216,0.08965351686650919,0.060749937405847276,0.05103787931671188,0.029825453149735563,0.018640340494574182,0.013568122146791161,0.012062559359846242,0.0427968663946803,0.17718389732665163,0.09871133668739632,0.1180491037640391,0.17053644785395095,0.1074973921855632,0.11352528616593253,0.07280327555146164,0.033286904290292414,0.022360426049825605,0.018180408349498443,0.015226151517707264,0.011028159331131106,0.008384918916074069,0.008793735255691333,0.011929581192818837,0.012502975561965569,0.574171979003598,0.1689892932619184,0.1125683168107525,0.05437012335397197,0.04130636033664534,0.02296553038552493,0.01552701083578003,0.007334663904082636,0.00187760437368522,0.0001538704106154398,0.00013740985506122998,0.0001450345605604208,0.00016050417965986216,0.00011786638609218483,6.864987550535006e-05,0.0001057824665465358
800_4400,0.08183849651597754,0.14098402522351672,0.09228871968587755,0.07548378618762303,0.07730997196971082,0.07485707393200723,0.07033248560554696,0.0725248224076717,0.05371282969832151,0.05522530151443717,0.07473436296769173,0.0568428125947583,0.01896878087730467,0.017820147896164835,0.0150604724476725,0.022015910475717763,0.18301316359986514,0.1612134424273627,0.09955842220014759,0.10704134120826864,0.08850766401264523,0.06956027084715598,0.06274394928695516,0.09416640663760066,0.05185410816930215,0.02413315631538116,0.023231459193567106,0.020399032493687186,0.010597212077357344,0.0029254646225776284,0.0009559508927126313,9.895601541368624e-05,0.3875731118421531,0.12589167765321585,0.09733368728115444,0.09764214377871376,0.11737975371485561,0.042796150718351855,0.033184562575324934,0.033322578002664076,0.03208555899496142,0.02609427461139326,0.006179562309974172,0.0005108552684457866,5.945618728610912e-06,1.101040505298317e-07,0.0,2.7526012632457924e-08
800_4403,0.06998144636644522,0.12627946411918192,0.07500464088572983,0.0717833817314038,0.0644206688204487,0.05429238989429791,0.05014911942083508,0.062121008095070006,0.056513684061712,0.04794816697675638,0.04066313247345006,0.03651991705201249,0.04014790056899571,0.047835035064836974,0.04448319250658257,0.11185685196224136,0.15675177856578024,0.10417632370943189,0.10931804523911187,0.08804431864200307,0.08894868578704247,0.08829136460537937,0.055678187000279,0.05399901765166117,0.044680636595195194,0.05165388395341366,0.04818376211887758,0.03543228171486618,0.022718869786325473,0.019836951315732394,0.010828155323343667,0.021457737991556782,0.41145041387011555,0.18088777006046253,0.1487742721626792,0.06995851719792238,0.05062427345089657,0.03421455844201888,0.021652677213019847,0.028156055535602256,0.027425872998501043,0.013985251342223427,0.0051817168260349395,0.0028422259603770755,0.00191534253700432,0.0018038071338176004,0.0005677515365570772,0.0005594937327673397
800_4406,0.10726964195704225,0.09180709704284744,0.0735290814525543,0.06870567073295605,0.09091252915830518,0.08691360509508696,0.12631230265225243,0.14691800044878411,0.06639356824986749,0.04116328012298182,0.02673139169978413,0.012879035946550208,0.012221742290899746,0.012773914104306852,0.010620581662082301,0.024848557383698743,0.186331644630809,0.14016686048649696,0.1656585081033278,0.20532065712739853,0.09962613619122343,0.09623454607072776,0.02484024452788374,0.012861804662642291,0.011688095483994285,0.013679574971939983,0.014834401305922123,0.011620904487158454,0.007753802498437073,0.004944249915054725,0.0029156653620804733,0.0015229041749033672,0.6656567189125067,0.18628504309142224,0.059794344351298864,0.03254422494345607,0.024999592615013038,0.015806592546087905,0.009786378323243031,0.0027144502097372057,0.0004336448030117422,0.0003151177926163783,0.00025065187103116187,0.00022764012447042703,0.00021965758080701425,0.00018825040039337974,0.00018604831938278312,0.0005916441155220507
800_4410,0.0510634234564348,0.14945983503330318,0.14320746641991616,0.10186069789672636,0.07970597373930312,0.07053838018003773,0.0592901228518975,0.059924184552886166,0.05068042651666678,0.04288572036345788,0.02662475592684599,0.023486350070543664,0.03234144080839275,0.038093193830033255,0.029250599901919312,0.041587428451635364,0.21479403716099787,0.18111802515613304,0.12670782392776822,0.0945157392639192,0.07626043263404783,0.06647942188326812,0.047551131770545804,0.03321974081946921,0.02725606502657141,0.042246401194056406,0.041926328719166184,0.02793540701834047,0.010962537317015325,0.004999714830509127,0.0015997292761605574,0.0024274640020311997,0.564134783653248,0.15273997232865003,0.10634314389784634,0.06235101545662682,0.05601755521002458,0.04953286705001961,0.006178075905292019,0.0011819119304124783,0.00042167098751662297,0.00028514196485963163,0.0001367217047454185,7.509096246134521e-05,7.86418180909323e-05,6.46310776610112e-05,5.587780564388959e-05,0.00040289824690128664
800_4415,0.09299834029154232,0.1154936713292796,0.06023225568626864,0.04533938912951518,0.047846733620205764,0.053596394664886214,0.07060837883016208,0.07220497014088254,0.07034644129395161,0.07307179180469127,0.08930492744253174,0.06799106791900482,0.041660152177010315,0.028074743694285975,0.025620359251900232,0.04561038272388172,0.1851805893605575,0.10488842165623358,0.0835089676446035,0.08707105388734462,0.10167850321911212,0.10613529497645866,0.0932207779996252,0.08631221677109302,0.06799007698255005,0.03173256540896278,0.015514761760158586,0.010519258409582224,0.008358218683820584,0.00825312436758986,0.004875820247650434,0.004760348624657274,0.4971602789067725,0.18848079311911342,0.13664102600239278,0.071243844357795,0.0469485873540213,0.0304227676238599,0.012734827166368761,0.0046975342638300045,0.0041319297562582595,0.0034841876269912594,0.001953300908424479,0.00046618054994330743,0.00024233901521615958,0.00022034573112282568,0.00017316614547079282,0.0009988914724192656
800_4418,0.05986269144066526,0.11174911514879791,0.08280289789456832,0.06198436896836248,0.05477610451428809,0.057246591674063825,0.05735586994421468,0.06499736631111133,0.06942569617139589,0.07499541967149796,0.06500510112066105,0.03483438919447657,0.03428048324227361,0.03445152988477171,0.03147442646249559,0.10475794835635573,0.13879592742733737,0.13071753818793835,0.08583821883356209,0.09146035186171636,0.09995449399591602,0.10049576550832068,0.08652568099905773,0.07434663155375093,0.030755226804434727,0.027966236152488826,0.03352260953646415,0.017837626914186444,0.012775813399178491,0.013758436998131975,0.013608282599221916,0.04164115922829392,0.4634776056068506,0.19661704203706587,0.1253374413888613,0.08052349631448712,0.048599239753551904,0.03836512330882931,0.025857358220665694,0.012181444208405827,0.004239969355840657,0.0015562106501886414,0.0007048035534540851,0.0004028707208886542,0.0002731130973392475,0.0002075736612613652,0.00017619400686036318,0.0014805141154493819
