,sqrR0-15,sqrR176-191,sqrR192-207,sqrR208-223,sqrR224-239,sqrR240-255,sqrG0-15,sqrG96-111,sqrG112-127,sqrG128-143,sqrG144-159,sqrG160-175,sqrG176-191,sqrG192-207,sqrG208-223,sqrG224-239,sqrG240-255,sqrB48-63,sqrB64-79,sqrB80-95,sqrB96-111,sqrB112-127,sqrB128-143,sqrB144-159,sqrB160-175,sqrB176-191,sqrB192-207,sqrB208-223,sqrB224-239,sqrB240-255,R16-31,R32-47,R48-63,R64-79,R80-95,R96-111,R112-127,R128-143,R144-159,R160-175,G16-31,G32-47,G48-63,G64-79,G80-95,B0-15,B16-31,B32-47,Exposure,Contrast,Highlights,Shadows,Temperature
800_3029,0.11778007877530333,0.24236464482617043,0.22384919812270254,0.16783063186641617,0.1342773961121684,0.16182162716892418,0.14087361099793647,0.27620364609271125,0.2832201193246757,0.3014060150288694,0.25367352498858625,0.22335309229638914,0.15521218157075314,0.1316926609237149,0.13198277058114116,0.11702088915449609,0.07815823919113214,0.3433226360379429,0.29934975112844775,0.3094920379340413,0.3354048581427474,0.28748791756190245,0.23290766633367735,0.1364103266678516,0.11553257729172467,0.13418952758631414,0.13503150013188203,0.10858745532209559,0.047378753995614364,0.05261402891264866,0.03837982219957505,0.07637461053444726,0.0963455860056871,0.11103657678579412,0.10948066892174442,0.0861302973536051,0.06918360489029342,0.06790725121053898,0.07731646810869207,0.07274010335247015,0.04718299887759931,0.11565436819102788,0.1644716690166541,0.12683879269587345,0.08576643099261665,0.09321656651969244,0.1194617112063242,0.1496638853649476,-0.2,64,-47,18,4813
800_3033,0.2036426595630122,0.13129199276731043,0.03584723662618453,0.012086378657002857,0.009240437824361163,0.14842229621524727,0.23953740003274432,0.28552270236757943,0.20159053654935716,0.14516478302572042,0.13649555561374302,0.13673602778513821,0.037795005299131844,0.011236628495464487,0.008378026749346632,0.007500877936664747,0.14872891149880726,0.3393332635893683,0.33696993683219784,0.2742774089426253,0.1577419553678957,0.13904495871726075,0.12902161193993816,0.13737629763173353,0.06371189866016634,0.019154483088249383,0.008202046992899222,0.006995802345729201,0.006111693639429696,0.1486209735699864,0.09862655656848836,0.15358281883545588,0.18765771028937767,0.11866956761478732,0.09250727622617927,0.07920153203180069,0.08268494893043825,0.05770099109060044,0.026489658256845884,0.020625351369551254,0.17191572129493815,0.2485540035043917,0.127883047037111,0.09600982370359636,0.09389522036114567,0.1989942160140176,0.20413720374027866,0.1865419708933337,-0.2,64,-47,18,4813
800_3035,0.07036016893063544,0.2588104956417258,0.24212420568017395,0.16439285774185738,0.11958691299278106,0.1402495043523457,0.10863674825878272,0.28055018003111354,0.2913514263572486,0.2903673925937599,0.2721362874395158,0.2441174909895984,0.16889113640023085,0.09382084468627051,0.07469841412473768,0.051636830515324056,0.07449177094553772,0.3067339243849012,0.32307977218815803,0.32125194352822173,0.33157611580117297,0.3007244137864984,0.2596600545106243,0.18223504395922444,0.10571439638367748,0.08417850932377957,0.05978505448960184,0.047475968072371276,0.03879626137600673,0.06230211188517948,0.030199283927296976,0.11092278424957153,0.12769110815102488,0.09873864249192772,0.08318977600211752,0.07632765115689627,0.06540753142534758,0.07430925122859605,0.07268854713080956,0.0689719023271372,0.04798587761406284,0.14500062098684502,0.15887752994334706,0.11250550244992524,0.09114793161833797,0.06781927807416564,0.17668636464831994,0.1233379793572522,0.2,56,-47,31,4813
800_3037,0.05936227874001523,0.2562403006062778,0.24149031817770147,0.16009645276746712,0.12225706529890387,0.13681924318934502,0.09743205879281364,0.28587571458215194,0.3261378242158992,0.300214925026592,0.2655284852720917,0.24678139154968606,0.14969795390831714,0.09916596301678643,0.06938812938540985,0.05106029585202073,0.0758669845551903,0.29818608098896077,0.32834488415261515,0.3384775260486588,0.3596386295070675,0.3003185600712754,0.26176542236183153,0.16297556015428155,0.10875336560252571,0.08608856643728094,0.05416359386483446,0.04793698063703517,0.04008666974781344,0.0636745163365839,0.02752438859771261,0.11542648033244375,0.12706701086660915,0.09233265120203896,0.07138830087209014,0.07269410738536132,0.06688355880073787,0.08268990361271207,0.08779033612344338,0.06940554713014893,0.04794684572815002,0.15690226327684187,0.1455582980027786,0.09422767954172052,0.09082463859996974,0.06152980439575007,0.17452604059888674,0.10790689667549627,0.2,56,-47,31,4813
800_3040,0.0923294294048995,0.26861310658460513,0.18323532470730675,0.11234962597530282,0.1075556586097632,0.14400986466084495,0.11153608757349105,0.3969522866262367,0.37939198997251894,0.3272220382544199,0.30349646355419946,0.19421693118485694,0.0893781950820712,0.059464204213674175,0.06425396161107189,0.0555827048624766,0.07156631641008789,0.3516117583438428,0.3539735985387091,0.4033254427115479,0.3944123995126969,0.34007132362246767,0.23356425878023576,0.11441332176610752,0.05900461956303543,0.056525055650680736,0.0646140885567182,0.05569105380006915,0.04533312368610075,0.051791455656389505,0.04342503752896562,0.0740402945591643,0.06363653529858787,0.05445118746117456,0.050801733654338016,0.074620955795646,0.11448913702427067,0.13287406364762827,0.1166577188774936,0.11582092809346688,0.05244773415773374,0.10080623140480216,0.07380412137077781,0.0944599440363132,0.10376348857197028,0.02173382389826033,0.0856694568501125,0.12345430428663695,0.2,56,-47,31,4813
800_3046,0.018217605065143586,0.2899209337919599,0.21694544285049075,0.21042877831099074,0.1674227337069923,0.1543674971875365,0.05025063477062912,0.367776607546528,0.3908015147848802,0.33572337702319777,0.24689257195061293,0.19953703540503803,0.15358646388781036,0.120878475171037,0.1242484966701316,0.08992104167989352,0.09048588307334193,0.3471537264037845,0.44638469005519005,0.4292891647450096,0.3994394694153667,0.32520412153166084,0.2477023325852844,0.17800551640209367,0.12070312020090307,0.12739646793509313,0.12750942024631262,0.10227048304395293,0.06668536154827466,0.06762461948668297,0.01639975059230474,0.0767445601442275,0.03806409883468075,0.046338225549909184,0.06572955824713471,0.08540650085143463,0.116488956894044,0.12590409188491308,0.0981137744791583,0.10321916167216344,0.01567091682982252,0.05791459294862832,0.10545353069557792,0.10071913910083306,0.14633849530483298,0.005163412027634355,0.019196531105825632,0.046686814973886624,-0.35,56,-47,31,4813
800_3047,0.10512546675178316,0.2498246253129822,0.18688254976348254,0.11509000808422588,0.11194046065062364,0.13794157903412066,0.14714418444654467,0.3668296923549102,0.2963116658624079,0.24397024201339249,0.19678829105482015,0.19238874949564966,0.10197304443902627,0.1067529021620821,0.10391164023021805,0.09261310984040967,0.09714289943575675,0.4709404141091402,0.45437810612091395,0.37169072262666963,0.3126621425783859,0.23417229072219348,0.1751010341628606,0.17623510205903392,0.10540043151878614,0.10956997998401322,0.10598692431259112,0.09760663787997537,0.06978073971148348,0.07589346574865205,0.08186131558044983,0.15671321462208215,0.05773768326543952,0.05030700862929486,0.045568047716453,0.0766017551906903,0.11225950247502896,0.10944389416886746,0.08729979505232034,0.0690147328027933,0.06790444355725048,0.1853170358051766,0.07927967838166422,0.10574657262606307,0.13186944676458145,0.01564314308307637,0.04760398171480012,0.10153679930608024,-0.1,56,-47,31,4813
800_3049,0.0580188211775792,0.2885509902029683,0.2300126563038719,0.1601715702731499,0.12048822243043815,0.13400386097790634,0.0990952949469183,0.3829415447912928,0.37642746592273685,0.26006124942819,0.26625878577639983,0.22223905985795023,0.10230896413147944,0.0964501745837726,0.104402529242657,0.08672664226079412,0.09549523788713592,0.4065671116769497,0.4315755577262972,0.42138242812046833,0.36944268675143427,0.25841050122502807,0.21752172715501408,0.18615536132920704,0.08844727421553011,0.09643133693759894,0.10427497522439534,0.09274260508163058,0.0674730302218606,0.07150782989763112,0.052454863395005547,0.1116827774583537,0.05964407984833828,0.03956754211865297,0.038736229011140114,0.06783276582035555,0.10339887900864074,0.12554234502689732,0.11744812833023464,0.08602933193926925,0.06238280800121732,0.12498552131735532,0.06483187992316497,0.09031727913512827,0.12409447676243004,0.018955513339215826,0.04734333790118338,0.07308794957410653,-0.1,56,-47,31,4813
800_3050,0.061451779462107815,0.30632817009279895,0.22663968975245413,0.15970146310148658,0.11945829064168184,0.135919501559882,0.10383333328882631,0.3837716191502659,0.3745124037612512,0.2608199991249292,0.280846917276907,0.22514416595819742,0.09853441138884335,0.09766527826964785,0.1057997668572676,0.08914506394090758,0.09526479631504307,0.40354984679660383,0.43204940835114136,0.42378317061662324,0.36105096694074207,0.27066704228140254,0.22594482573575972,0.182714891946957,0.08943607514240873,0.09585271305765078,0.10719098932765099,0.09433521271540662,0.07289874519391669,0.06725032679140477,0.053365396366874616,0.1086450617562609,0.05948814498677541,0.03513849658203996,0.0388683538717759,0.06665429464152213,0.10243337658954466,0.12431165700210013,0.11307771320052876,0.0907897356159518,0.06077815156879554,0.12150480196795575,0.06800188564196938,0.08640767698290239,0.11993061683151812,0.01792961884840412,0.04541461772203968,0.07207774491049533,-0.25,56,-47,31,4813
800_3051,0.18074461262937308,0.22738951316040698,0.2210332545415927,0.20925607669931054,0.19846705912265303,0.1974873400012401,0.19778810456982746,0.19629832395078492,0.2467187538534783,0.24492625560068573,0.2388461764916769,0.23045668851607887,0.19799229955332578,0.15924759971918379,0.12447857448191871,0.06981465540167472,0.04418401740371526,0.4583987008666703,0.4523041275171411,0.35519102163295213,0.2829781113432613,0.24412312878611053,0.23245517210929353,0.22940397838230697,0.19542727428200846,0.1644106054706102,0.14158733980168584,0.09389299066416226,0.04257061920733318,0.035647031393438465,0.10477490438013733,0.2995632832939785,0.1482532322695594,0.016577871420049375,0.008253977673981465,0.018410002820865773,0.03280960323124558,0.0398036602550142,0.032930910368916835,0.04321372032998624,0.0802485389743015,0.2729838627099381,0.18391210812041595,0.042696561604647625,0.02460698909683629,0.018670811790558312,0.03442298540967185,0.06253433870075899,-0.5,56,-47,31,5114
800_3060,0.3818134805965183,0.2872070990278881,0.2946544209691965,0.2759861058020487,0.22034032333390383,0.21724080847402996,0.41618541204018106,0.23808572675036188,0.23286281110003706,0.19734811884975847,0.2241974151050313,0.29936860083489536,0.2853864003935251,0.258264899959026,0.19088783301848783,0.18765364459727465,0.0764463716732007,0.26906627676625505,0.2679008863771613,0.21041059505154266,0.21986534628024745,0.19649131946393228,0.27082381357687335,0.31161269033054767,0.2793778143772897,0.20807663366580625,0.1815479207429959,0.1772498312224067,0.09168906518312187,0.01141284766291003,0.08203255490503636,0.03944648271509542,0.07005645475086866,0.020496364474355558,0.017425590031091183,0.030616991168994526,0.046867550772831335,0.08491739113296848,0.06474586113368856,0.05639232187201549,0.06836621994517257,0.08920919197059607,0.03569997218771684,0.04769919419249579,0.0704306433665943,0.0946763535476296,0.17156082841406786,0.09366290081452774,0.2,56,-47,31,4996
800_3064,0.0705672087115394,0.2930637504531331,0.17858237808355668,0.10804973562146065,0.08370318704417501,0.12203091947595537,0.06030650395325121,0.316339807765836,0.3473954388115639,0.35640042456991267,0.2977528713935019,0.1682588913333724,0.08974976130705897,0.06366068147521996,0.035868346831551226,0.02564739994381199,0.07803963958756205,0.3725678833828003,0.42434733459215696,0.4042552347676736,0.42983521586855,0.330556901785582,0.17706866466688218,0.09321169846837654,0.06966526334760975,0.03684128332311278,0.022456102765765682,0.02266413293585919,0.025791347798747904,0.07327123244380836,0.024321681975900858,0.12085678457856246,0.1103085137516656,0.08518899029961294,0.059509229912451875,0.05668621710889225,0.06614910973167862,0.0890537801032732,0.11399408168707592,0.1176013381165469,0.02559401685781097,0.14125292684092322,0.14131147466979244,0.11508003793745165,0.08823890002530191,0.019385166870395862,0.05491976277421689,0.09606504088493707,0.05,69,-47,31,4813
800_3066,0.04634257823653786,0.2991898026817223,0.16920962654642188,0.10838307546373287,0.08642284575094213,0.12157589421952116,0.04583282288978093,0.3223235571086388,0.3550469266641985,0.36694001852666613,0.30716531076294923,0.16310302721493816,0.08853126206588666,0.0648286525138505,0.03338207745800771,0.024803909134409986,0.07780861984660392,0.3705689293567446,0.41772686585731883,0.4074250252964621,0.4333711916631496,0.339053778334941,0.1726127878688015,0.09245887539447972,0.06804197358031018,0.03667466538732731,0.02237444059069438,0.022202158323506672,0.02507706690586309,0.07337972157984898,0.021105900498088703,0.11060240898854236,0.09784737772890137,0.0807356668198581,0.06285226414666388,0.06028149972286812,0.07346783607444707,0.0963694235326268,0.11320397502047384,0.1292430797952681,0.02226703028896368,0.13207066191692474,0.1288906917815474,0.1150820198103612,0.09421573325223803,0.01959312589583408,0.05026571961034617,0.09823532935094324,0.2,56,-47,31,4813
800_3070,0.025755035476911523,0.3046351511065331,0.1661537743768119,0.11067952138425616,0.08738069347454412,0.12157476216365744,0.03757331680719047,0.33551657514667543,0.3607722454714527,0.3610082708120361,0.30437499168129406,0.16091910624261382,0.08899780972018226,0.06432974266378647,0.03337053141708591,0.028948262963130432,0.0822717843876101,0.37447517503865824,0.4110611435341999,0.41825046695952384,0.43371394734540303,0.3292768700447521,0.16415165026939485,0.09449410411147563,0.06501541820130644,0.037387879045408696,0.02545780759278422,0.02558023401571592,0.03074301822768993,0.07577259279534126,0.01968811816542869,0.102961490667911,0.0997968249955573,0.07611806809671276,0.05941599930766572,0.06194175870080744,0.07734036068765705,0.10148433472600277,0.11757345426575022,0.12794085166363914,0.020561298338155527,0.12883492407995406,0.1262986222239741,0.11656462590277065,0.09395555738083604,0.018923225326397952,0.049894641434048,0.1010258889856092,0.2,56,-47,31,4813
800_3071,0.043553732728127965,0.2546958498378965,0.14373704091711054,0.115056878348615,0.09329110207386239,0.12502005109201758,0.04954174444229577,0.3390958294528061,0.35885736143781144,0.37414686548658743,0.2685567396568866,0.1331947651139891,0.0908992623400945,0.0622236402894342,0.032383847135323725,0.028984848310026536,0.08292595270430382,0.387235544650644,0.43711308942010374,0.4251700199169811,0.4396355341658927,0.3112953211217854,0.13614006615183322,0.09923644207378629,0.06312093708497303,0.03765308495525138,0.025488064346643496,0.025648473169042868,0.03094470758397866,0.07637522482459427,0.02592463179553942,0.11543801373173675,0.09653934160860696,0.07370519288137675,0.055833681445639764,0.06312788211115268,0.08010281626342526,0.09960816170497444,0.1287679808172319,0.13595372899297295,0.022432048734695263,0.12993833182233874,0.12729707328019124,0.12244916440935012,0.10091495915470038,0.010867572573433348,0.04273804330568474,0.09253920640083292,0.2,67,-47,31,4813
800_3074,0.07869226143591754,0.30839685804172795,0.19004268086602247,0.10309759806124662,0.09208777834100665,0.12966176321328063,0.0635219504721951,0.30184323770564625,0.3447143851705347,0.36719722989560905,0.30993907987159114,0.1809030033659759,0.09645531148513795,0.06005539823523831,0.04552096474122042,0.028544175831870758,0.07293951377392231,0.37772290153148563,0.38946982489956045,0.3891191867718753,0.41914642982874456,0.35440767704659043,0.19574723577290978,0.09879707338546391,0.05575403668420317,0.03985113924130225,0.029717285597563377,0.018260616556666297,0.019591394032763297,0.06887828671834581,0.02822184270579383,0.10286699386654376,0.099081478979265,0.08585534001341948,0.06704989849507581,0.06201346396371499,0.06601354411946378,0.08460403500516057,0.10817100876670473,0.12278363298884712,0.030520897858894613,0.12227264009033816,0.1333337205325777,0.12254151418173202,0.09261952730569442,0.020767743432898958,0.05965206239200169,0.11339751041529265,0.2,56,-47,31,4813
800_3076,0.0749052221874396,0.2666015821838868,0.18050055173345145,0.1426898243462063,0.10014348375435714,0.1332976419984714,0.06770902787635584,0.34346467737572556,0.3342705244186788,0.3311961429126531,0.27455145089637367,0.1676055403023112,0.09981654701730122,0.08066809820741705,0.052770485311278606,0.05192256474066159,0.06798389664529471,0.39829389413777366,0.47656408975149095,0.41213477035703633,0.38501407224876294,0.31390548993483813,0.19676828773118835,0.11337506205959394,0.07563587943184766,0.05235073945741398,0.04720238941538525,0.04851006437803871,0.05700584180031655,0.0430054971925084,0.0277960978684076,0.14802460120863414,0.09962872363641087,0.055397862087630055,0.05331582201812357,0.07216147904092325,0.08010636711905485,0.09808448680171736,0.10211671734022086,0.1059428330961325,0.018772602985273144,0.13462857169282114,0.14474063779753146,0.11976813077894873,0.1080666026007898,0.007427068728489796,0.024694191504855918,0.09578634000703344,0.2,71,-47,31,4813
800_3077,0.046529597801622066,0.24664399170887122,0.1630540781438785,0.12319716140966212,0.09587668874456375,0.1312751144611105,0.044477713541526825,0.3519048144601975,0.35610967673252314,0.3408260785300696,0.26330196310419984,0.14012678528849531,0.09723338949588095,0.06771329634736752,0.04005129101750801,0.039628102991366584,0.07780455143590752,0.3809806932715829,0.48535498385348974,0.4400732800546494,0.40388744589633097,0.3008090692957962,0.16555696801043404,0.10320113813229556,0.07057422958695853,0.03987461683438058,0.03213426267854961,0.036331940985715586,0.051080777103093805,0.060023764189275776,0.01789377997995666,0.13321789107142032,0.10525614165899058,0.05936672774505361,0.060091239923552565,0.06585171869119756,0.08184799299033572,0.101938238674312,0.12398841903575718,0.11935992001160935,0.009383012134126992,0.12347387528161866,0.15918257321533996,0.122507739764232,0.10443011354590316,0.003323298083154543,0.026810611564140344,0.08867967406558545,0.2,56,-47,31,4813
800_3082,0.01728727622127314,0.271175557828897,0.16322432383943986,0.1380529817951681,0.11036222258391008,0.13866791839726617,0.031199397185227948,0.3507101262938372,0.3656255012583452,0.343685117880201,0.2745784190064837,0.14950061574200965,0.11001799163248463,0.08005978810570878,0.04499915102859315,0.04925477285882366,0.08238195280913287,0.3878875767008084,0.46886995241995133,0.44019148122812257,0.4035698317428658,0.3187338596463825,0.16899166563517218,0.10706534337817278,0.07553555073254256,0.056819150975797414,0.039960812940264136,0.0461282541238476,0.06472369223492383,0.05214527430059913,0.017153137558055115,0.1138062166508594,0.1036267118151996,0.057208165360428914,0.05303877270097788,0.0694318069462003,0.08221293286581685,0.09686326772526573,0.12287705627572168,0.13283748157683975,0.006225530751070378,0.10360202098186827,0.1530728994514396,0.12755768956779534,0.10627438391829046,0.002309735246002177,0.017955796086417588,0.09162206718593204,0.2,56,-47,31,4813
800_3087,0.13964005432108403,0.178413596231694,0.14511395621418874,0.11645002166312593,0.09374893680173332,0.1238810831844354,0.13986793758408966,0.27912867852009454,0.22717248395448814,0.18607372150215468,0.15613270686016303,0.13533174143237633,0.10327712592341855,0.07998497268884869,0.06515287032895686,0.052680429436648225,0.06851847679689589,0.39507523070362044,0.31372343892797266,0.23311445602370054,0.1699606526137162,0.14811420991207927,0.1340026284997218,0.12341882854931982,0.09004355653191264,0.0629906315966394,0.05182413123788523,0.04064854192081866,0.02752050576537575,0.03773049590616931,0.05006805531363249,0.060739477521046935,0.06937826885163016,0.12347492127009868,0.16876547925320387,0.14727187486718699,0.09953194217599516,0.07374862892931078,0.05512400578794973,0.0418125361829436,0.06479832571376602,0.1723417413924507,0.244884042818144,0.15665084067745702,0.10614765415613064,0.09800317496040108,0.2309098018809736,0.2596298103633896,0.9,86,-51,33,4751
800_3093,0.3071724797212803,0.14352700063722074,0.12115233550408333,0.0954447817049173,0.07567080845249657,0.11667648622396698,0.27608208592753186,0.23291357547009325,0.20279772745347602,0.15557372043991918,0.12710476932935078,0.09672418880265904,0.081417869133095,0.06665604812040915,0.055387739021376094,0.04325217215978566,0.07952525736131259,0.3287363587089882,0.26751998933551635,0.196441722166482,0.15762543340597943,0.14215727247078758,0.11545225802535894,0.08510130171544289,0.06718316694981928,0.05164509242958045,0.03828093338108143,0.030448828507619922,0.031031314827465423,0.06215503476752979,0.1300508306359676,0.09087280912207654,0.09386447380503524,0.13362505585027964,0.12304163430525115,0.08792576410559506,0.0697438968774271,0.04995285895076565,0.03626530143516226,0.02657537426018336,0.17297079335914026,0.22191347517230733,0.17543973906220856,0.10884297378708828,0.07718695821925636,0.2650021723529169,0.2449444899418849,0.19180398109821745,1.15,53,-32,33,4813
800_3096,0.29010202880195,0.14770115506591003,0.12256367101204646,0.09501293927120417,0.07620943879466698,0.1181572619653883,0.2518781193624797,0.2407899542600451,0.20328123698069545,0.1659905961817934,0.1348162680881353,0.10652665872861294,0.08445159827444207,0.06999696562389149,0.05972678343196333,0.04706924372412705,0.08121679943931812,0.34061126298319283,0.27343038170505607,0.20860359651852423,0.15598825129730004,0.14518772512151826,0.12024101008031896,0.1001154435233754,0.07259111346650646,0.05935717787200929,0.04488247077068249,0.03528652974477987,0.03008733915526004,0.06431027075078627,0.1275165932309351,0.09117732939982942,0.08230861328572728,0.11976846109110033,0.1304363599688978,0.09744976447642552,0.07398460943560882,0.05713670783163505,0.04043340037201957,0.029995013387551506,0.16166492408656027,0.20720464753601447,0.18832893210742016,0.11797580199239885,0.0805931921784725,0.2417108991338995,0.2326161394040596,0.20439110368080046,1.0,46,-32,33,4600
800_3132,0.15392106459085383,0.16363646353629616,0.18195100574425987,0.2070725272516569,0.23187201998968265,0.4463909489407603,0.2595329729652484,0.17110570564452152,0.14164934305593357,0.11614422210639765,0.3120656032257898,0.26862586436562275,0.22062546750680062,0.21546254131361775,0.25668367998601893,0.25726692334758555,0.3934842179627337,0.22678635721226417,0.15188528005397198,0.12385486115598265,0.12447094524498054,0.1100026035296059,0.09935536600658562,0.06620709842347543,0.07778243678725758,0.25780608951338085,0.36654331219763425,0.34535356400350387,0.29402345447639044,0.35103581180262294,0.052852862011658265,0.06759631737184274,0.06304180826965099,0.06493914879439368,0.05662409089838079,0.04583659149569527,0.10910499390133664,0.08685002000590597,0.04665672904207935,0.027014138901544738,0.0867916098070999,0.05646639437200944,0.05512527198453082,0.06852342100331656,0.051357649005463135,0.08755518139752429,0.14842835276192706,0.09651368736483353,-0.4,25,-53,0,5174
800_3133,0.15761329620519632,0.15593777497310862,0.1776247051719561,0.20052746806878013,0.22593160720010289,0.4517070579339361,0.26039819830527366,0.18117311210473097,0.14446310836901943,0.11409699771852902,0.29981444114391975,0.26733214312530085,0.21563359872052593,0.21049240734940408,0.2462037186731835,0.25453055097182,0.4020200047410352,0.23318611919786655,0.1603206695398212,0.1292522442316443,0.1241428879749016,0.10861432211272225,0.09784112923134977,0.06430470626409075,0.0683835631426908,0.233865412167262,0.3648461513804849,0.338579083257629,0.28894150717508765,0.364334120474332,0.052718094653809736,0.06624922183962287,0.061754609340919364,0.06751905185438344,0.06002242489197141,0.04927070930570808,0.10466295608676113,0.08816342369866371,0.0464558717279003,0.027178937139175262,0.08589803285901243,0.056743691423268815,0.05645571427910804,0.07165109171469222,0.05555060393172756,0.08795329011822753,0.1507231138570572,0.10027806227441056,-0.4,25,-53,0,5174
800_3134,0.15233876286877016,0.15520668379670136,0.1761187026949033,0.19872049764679922,0.2245737753017713,0.45307890777983445,0.24967567082242192,0.18445206559945998,0.1444296647133305,0.1144908838104711,0.2920116395097233,0.27160737685375713,0.21951753021751524,0.20992947600357031,0.24374810071537367,0.25579001890806086,0.4038117211679131,0.23402848782825675,0.16448350175083065,0.13124711894515934,0.12295371669818479,0.10829376833454728,0.09814954759450786,0.06516850034362207,0.0651581511586822,0.21676176990658944,0.3661240731525951,0.34101202415804965,0.2952275432337645,0.36665533861994654,0.05301931181004673,0.06258212385868894,0.060790318066379086,0.06978716776928533,0.061373594274060875,0.05015333090076785,0.10049023277978154,0.09072463659607602,0.04913844681500912,0.028423112910162363,0.08741515657126298,0.0575231179969695,0.056451172487023686,0.07223668010743513,0.05684000494146979,0.08562681905654483,0.14979837746266975,0.10163669120592342,-0.4,25,-53,0,5174
800_3135,0.15521280227494402,0.15675591352472137,0.17944124065859435,0.2050384216523316,0.2278081501632051,0.4532862718958321,0.24972406459874408,0.18091935971461504,0.14466398849158535,0.1152947940996436,0.29777704499790114,0.269368767138288,0.21938545140959953,0.21361156023688918,0.24960025043125497,0.2570594853798806,0.40302944642163563,0.23217210804057278,0.16015206373599758,0.12933240014176212,0.1264104170370579,0.10903268784082303,0.0974293748638791,0.06382197346781011,0.06854900157177267,0.2309129201677494,0.3681102621377383,0.3427354507797024,0.29426648108787895,0.36419005293340656,0.053608533636457116,0.06034120364426791,0.060639447991140585,0.06778498066242561,0.0598245679131693,0.04939300737983409,0.10323534696759132,0.08891928800555099,0.04814274836005522,0.027842534251718558,0.08683922980895406,0.05548745925874871,0.05574598356939275,0.07164902726374478,0.05516064291076353,0.08440804979521747,0.14843424332863042,0.09922516476520643,-0.4,25,-53,0,5174
800_3136,0.15530880419899518,0.16296686174894792,0.18143576426223612,0.2047792933793436,0.22561126287408176,0.4562847539342854,0.25258462705624946,0.18128915107368065,0.14531194764547992,0.1173083315516016,0.29249735195971904,0.27668273696504775,0.22366430270877774,0.21680056108496504,0.24635376683221674,0.25606632427145065,0.4077177292138777,0.22784379216523445,0.15721591971951326,0.13266611335706413,0.1276063110151481,0.11267879550645002,0.09440696561311662,0.06915069713683725,0.06424153698336003,0.22015979523154108,0.372586057879995,0.34495732806014356,0.29589729455258107,0.371043055035357,0.051370366023299335,0.0631932013391295,0.061319368029174925,0.06591059683221838,0.057264951524489675,0.047623883021933384,0.09928830943818527,0.09155429814283092,0.04948092546418216,0.02836536333565947,0.08552288083284465,0.056717569237280614,0.05562129073216771,0.0671343483018322,0.05183222498925935,0.08226308526083319,0.14643346004841495,0.09875774554469463,-0.4,25,-53,0,5174
800_3137,0.15293531564672605,0.15637792226094566,0.1724055958518556,0.19552267715130214,0.22276996093048534,0.44719339432208527,0.24389740241700977,0.1958974308196274,0.14919318794468514,0.11284186151274421,0.27165024234862356,0.26690000764334554,0.21554281919656113,0.2033534645976815,0.24246065154799287,0.25505327012658074,0.3972085317175221,0.25449502310992,0.17141277489842538,0.13342643600920306,0.1264615782023147,0.10854359240856769,0.09336616339223612,0.07618704178422776,0.0688447093910084,0.19306502084046506,0.35137341642013153,0.33881151753125816,0.2988832795333251,0.35752371317948695,0.05046382432326197,0.06160046367017759,0.05909694529524291,0.07263781668952794,0.07148822029794596,0.060805677581428,0.0963211704324821,0.08872822995186913,0.04696290088059017,0.02649029135513643,0.08650588979597501,0.056092508542422766,0.05708539934408815,0.08470494536747117,0.06830285506409267,0.07934474987552738,0.15260592064712994,0.1163760727162383,-0.4,25,-53,0,5174
800_3139,0.16363225812178342,0.1522603234379279,0.1706001443399985,0.19348729035014078,0.21955382855717162,0.4479933271198818,0.24784658686977584,0.18983131241156181,0.14229187889653255,0.11012539819540604,0.26089666007805284,0.2658409033107542,0.21464785246657198,0.20236917792146314,0.23786028858345956,0.25188893815346636,0.3996477004477729,0.2677888687270812,0.16660757619316768,0.1298938018352557,0.1284361471798522,0.10369499250538974,0.08839637611365277,0.07949877406885113,0.06838778951213192,0.17916468018440695,0.34816432012271886,0.3348179686713942,0.2967581103216337,0.3613186938058982,0.049016479053034696,0.05630121077020206,0.05630258707083367,0.07207669892201528,0.07977462361480847,0.07079057350777633,0.09264229131814147,0.08626734937050211,0.04560209739407936,0.025823721433228832,0.08197860392027674,0.05393149634267375,0.054215069324813334,0.09244936149560057,0.08207775261777886,0.07298409392844425,0.15316604747818785,0.12741111355052753,-0.4,25,-53,0,5174
800_3140,0.15763477579447543,0.15035689792316012,0.17018101177651548,0.19324009336876016,0.21922203026452164,0.4484919967124332,0.24686218910052607,0.20704873153406608,0.15024280129622034,0.11282966413314408,0.237667762574126,0.2622124762702383,0.20758791753005904,0.19888318761191912,0.2363178435991443,0.2491165883008335,0.4022054451998688,0.274696736602249,0.1792154494454395,0.13570496798401988,0.13007411946551764,0.10560185191487335,0.09408935156966801,0.07842386217565334,0.06470774208372368,0.14958721898988286,0.3382872987254155,0.3314958714484606,0.29211615892513615,0.3652817778826638,0.05148192895249869,0.05906399665812185,0.05758317975653352,0.07404582728770343,0.08086949829327711,0.07159014912272396,0.08643823085692441,0.08694247988233841,0.0436719733882914,0.02535013638588739,0.08719574672456966,0.053817621228413284,0.055944336016422236,0.09411760301720333,0.08224811110996114,0.07730931134540764,0.15385477584026458,0.13011559934369174,-0.4,25,-53,0,5174
