,power1_4_R0_7,sqrt_R8_15,R16_23,R24_31,R32_39,R40_47,R48_55,R56_63,R64_71,R72_79,R80_87,R88_95,R96_103,R104_111,R112_119,R120_127,R128_135,sqrt_R136_143,sqrt_R144_151,sqrt_R152_159,sqrt_R160_167,sqrt_R168_175,power1_4_R176_183,power1_4_R184_191,power1_4_R192_199,power1_4_R200_207,power1_4_R208_215,power1_4_R216_223,power1_4_R224_231,power1_4_R232_239,power1_4_R240_247,power1_4_R248_255,power1_4_G0_7,G8_15,G16_23,G24_31,G32_39,G40_47,G48_55,G56_63,G64_71,G72_79,sqrt_G80_87,sqrt_G88_95,sqrt_G96_103,sqrt_G104_111,sqrt_G112_119,sqrt_G120_127,sqrt_G128_135,power1_4_G136_143,power1_4_G144_151,power1_4_G152_159,power1_4_G160_167,power1_4_G168_175,power1_4_G176_183,power1_4_G184_191,power1_4_G192_199,power1_4_G200_207,power1_4_G208_215,power1_4_G216_223,power1_4_G224_231,power1_4_G232_239,power1_4_G240_247,power1_4_G248_255,power1_4_B0_7,B8_15,B16_23,B24_31,B32_39,B40_47,B48_55,B56_63,sqrt_B64_71,sqrt_B72_79,sqrt_B80_87,sqrt_B88_95,power1_4_B96_103,power1_4_B104_111,power1_4_B112_119,power1_4_B120_127,power1_4_B128_135,power1_4_B136_143,power1_4_B144_151,power1_4_B152_159,power1_4_B160_167,power1_4_B168_175,power1_4_B176_183,power1_4_B184_191,power1_4_B192_199,power1_4_B200_207,power1_4_B208_215,power1_4_B216_223,power1_4_B224_231,power1_4_B232_239,power1_4_B240_247,power1_4_B248_255,Exposure,Contrast,Highlights,Shadows,Temperature
800_4887,0.29672517759359246,0.13090586957943984,0.02857761641906835,0.0413213344875174,0.05248800471421503,0.05559797619946802,0.05025958130952913,0.041743198157122435,0.034650240169965416,0.030266887814322286,0.02849803871654791,0.02793518681023941,0.0292667026193093,0.03177594640487153,0.03343036986813278,0.037164328533750964,0.044168542656180934,0.23002402483732712,0.24270512383860068,0.2378622558739326,0.21516486253218273,0.18043786407984466,0.39256194867324007,0.3802129267176547,0.3743366985782,0.36677260049087307,0.3534181756715117,0.3404969987353012,0.33198339023168594,0.3245350060298341,0.31032508263520986,0.3599320942065227,0.37373071161516613,0.0555704777128482,0.06760369434322824,0.07758875542565236,0.08069977289938537,0.07349883036467122,0.06517397320816118,0.06650493849697843,0.0796908619583679,0.07842928974739709,0.24211130203149875,0.19820343648585897,0.169079030236468,0.15739536608541435,0.1547053905973274,0.15439147866816427,0.15399928371857838,0.38638901602393383,0.3685624342756603,0.3468629414832724,0.32640025005147777,0.3198854791211752,0.3137714559218932,0.30293355118726006,0.2810898427792648,0.25425081378916614,0.22395547475852395,0.1989764288972583,0.18390088078789554,0.16897304350620526,0.14256618605580362,0.1756361108028921,0.7239804668769718,0.13458786072013773,0.1057564269385855,0.0854889963112941,0.06796750565219144,0.05307028998544204,0.04208592454040918,0.034943116944374776,0.1790135161342092,0.17500849707381316,0.1642847393832612,0.14937425620871989,0.3687739277784283,0.34944283202638043,0.33167847475526224,0.31566357360685154,0.29685600215886526,0.27718703176760967,0.2619163614423921,0.25160208638648623,0.2422012373470506,0.22362391900330078,0.2053448763276854,0.19050895181266433,0.1678929569551646,0.14340420982946936,0.13155066567534557,0.12598383637970448,0.12296194818118113,0.1125036395636733,0.09526343199553501,0.1312808105155065,0.3,27,-4,40,3817
800_4890,0.4741631129883537,0.33427237721012343,0.10511864922589144,0.07818207862794498,0.05465198972332834,0.03316086267844839,0.024249178458626973,0.025470755373242827,0.025083436849491502,0.021465225066992808,0.021983787618975684,0.02273753242289028,0.02112797636021993,0.019141176294421757,0.01855575305775464,0.017437206008422083,0.01579470130863068,0.12438157094992777,0.1267668087666961,0.13165388254997232,0.1396043708277873,0.15272711164281697,0.40831255348892503,0.41363019657899347,0.4104333043351851,0.4086723598203604,0.4093587423199148,0.41303711733323745,0.4004589409225012,0.3616698907542593,0.31503334927558374,0.3696161474628616,0.5193562160933313,0.15230533658918352,0.10890443937329657,0.08932262666865441,0.06826696114361995,0.04745528619455958,0.04094640266945068,0.03164338112803362,0.02030794891788638,0.016316704612192614,0.1193042683651996,0.1229579702108713,0.12300944843461598,0.12715630054496127,0.1371719692111245,0.1566107145954212,0.17203950946559943,0.42226636752609664,0.42157390040492954,0.4169629681626573,0.4240668227229146,0.42516406913319094,0.38779008870303716,0.33673520661649387,0.3025488883178532,0.2519917593090797,0.20652598041543113,0.17250108904592112,0.1563060120789671,0.148995565723079,0.13728304858726675,0.29456094122178833,0.561943432956143,0.14813101677347126,0.12931803312766632,0.09961944737015374,0.08620318623505585,0.06364435268617549,0.04010493246327645,0.03204630690094753,0.17310499803857116,0.16028864550860938,0.1586553500198319,0.17339709771038056,0.42754895294587025,0.4281628298355635,0.4230070943680482,0.41834646646522333,0.4077122770488045,0.34865234746126256,0.2678051840077881,0.21256340794619338,0.19931971079945338,0.19094239951329944,0.1742063836958507,0.15859254968156491,0.1427723492070198,0.13483245864458016,0.12363378606248066,0.11633396365547,0.10849071185693462,0.10994842374193552,0.11241170695990114,0.2657443191336266,-0.4,42,-4,40,4383
800_4891,0.5091145326453862,0.331302549339075,0.09111613907374748,0.06830255227795372,0.05274988719840023,0.04185737605752188,0.037809263009729456,0.03904374962426993,0.03531488327098875,0.0242157894053038,0.018866329058286658,0.01854510049086588,0.02100204485242644,0.02298479859436765,0.022438021879436502,0.020652547070032126,0.018735195134105632,0.13941930122663737,0.15249263260208046,0.16192119064653307,0.16539444920590307,0.1646243486045991,0.40132536016643994,0.3994692448063896,0.39862975333742334,0.39112719814531355,0.36205648734693285,0.3371098118367889,0.3040966977042091,0.25168500025056123,0.21677027230802318,0.3812415160993991,0.5115808274034991,0.12330068161013523,0.09329713515866764,0.08639597842753359,0.0739777004064381,0.05908486137569726,0.04715682163958584,0.04669823826912909,0.04080849734616207,0.02796802534330993,0.13663886230596248,0.12514306715585077,0.12650814951941575,0.1324425691689485,0.1458486451847845,0.15588198492314673,0.1677855228729006,0.410223732018076,0.40499979049423074,0.4021915986033907,0.40392888150240464,0.41185052485830964,0.36982665565221917,0.3133779852898653,0.23407508304182914,0.1988102499054109,0.18372581181743838,0.17760078441400542,0.1744518743828145,0.16624614102893612,0.1611784913436065,0.3612065810665144,0.5398569787406794,0.11854187444218535,0.1092335128543176,0.10371157451214548,0.08466186715770138,0.062097500880281875,0.04774763997472892,0.04561065798400805,0.2104133422634478,0.2055178650872328,0.19042597870477557,0.15712125824851564,0.37517219241776056,0.3856793074067983,0.38889704655945523,0.38560503621404174,0.3826918178599732,0.39351625431211096,0.39969348945267896,0.34560405075561396,0.24100183904024036,0.1876088970179368,0.182267140696495,0.17615203858333264,0.16600598707445324,0.16331488119617676,0.16151925115528715,0.16217340220872536,0.162192759648608,0.15570610316436984,0.14910570890327218,0.3347766086908246,-0.4,42,-4,40,4383
800_4894,0.1917078253223288,0.07625421308053046,0.014194036148040622,0.03450958224541356,0.0608717400117459,0.06762235697979305,0.05815968456510773,0.04518535356282394,0.040982819584163416,0.04959667234730165,0.05455121699108091,0.054311988415292216,0.0523031950654007,0.04650222553317336,0.04121723110774144,0.038400769495188336,0.0396075924670332,0.19982087132792678,0.19767179450345504,0.19380654884648424,0.18178686577953834,0.1692816758044766,0.3958478194919564,0.383481683317744,0.36305427350506564,0.33501460162577446,0.3061636224584376,0.2871223356485953,0.2731826056326068,0.25609755017278313,0.23242441797451355,0.3311834358131761,0.37007387697807076,0.11105983626646854,0.12022332844985167,0.08984088643449832,0.07077617740316955,0.06847725988013192,0.06783716998237675,0.0748936009507705,0.06917708122529953,0.06125355333297072,0.22674168710740245,0.19892511927439704,0.17778270150156494,0.16532395257622037,0.15507884997950513,0.1390451566819571,0.12027202523678879,0.32094336523378103,0.30103473445896506,0.2736082592811266,0.24691816542278738,0.220371633396347,0.20221587532170673,0.19771534094069038,0.20255456875756928,0.19601887730527967,0.16752532510590268,0.15329549168192036,0.1420504293586264,0.12786174691192587,0.12496316079427547,0.16892452616375675,0.7850403047787398,0.2364490816111041,0.10669010928707848,0.06958168608498404,0.05004501604105912,0.035913546519732074,0.02880583458980405,0.02456988403180774,0.1415187936396158,0.12347245544072821,0.10447421817432236,0.08423898181155595,0.25672495130722567,0.2341785703438669,0.21092380577668352,0.1987997403902122,0.1811476741645538,0.16009777066786748,0.14584719139071617,0.14240918769845312,0.13213320095890985,0.12405404410534539,0.1233487705622794,0.11976339524614898,0.11196333779687374,0.10073554798337593,0.07479558140085583,0.06358906473649219,0.05579194373843406,0.05264254499786425,0.05121778920356683,0.08353486679912973,0.0,34,0,0,2850
800_4899,0.3718224397161889,0.20882997218270768,0.03734090790478818,0.03414144935246707,0.028866501921645995,0.023695244980411388,0.0212957749332274,0.023802679007715873,0.02764767760829339,0.034881899092280184,0.04428971216378903,0.053100898911489336,0.05642780290229873,0.06204715580317712,0.07158117564260577,0.07382179307088785,0.07495993864121472,0.2523998973223508,0.22348762974703681,0.18918713338873255,0.15228246769250017,0.12459715452852528,0.33497341514244405,0.32917495551114556,0.330841341243709,0.3089880532871343,0.27943873796364627,0.2608791889282641,0.2510702691959496,0.2443387616603007,0.23874783781153455,0.3456480522907807,0.5057492704413049,0.08754706122379771,0.05798079300900937,0.04759663226942725,0.04451826064667632,0.05666821509663063,0.07513315983871077,0.0912154529273254,0.08807850594969258,0.07200331457233715,0.25212028350291826,0.23791420959829224,0.2060822952527266,0.1997218020449605,0.16110228737976687,0.11513711482317233,0.10868880468306785,0.3351356933983088,0.34428960906480827,0.30958396402861293,0.28407774821456844,0.2626812959709063,0.2298073463077566,0.20435785330190898,0.18386767829005635,0.16503173325013615,0.15408970212039255,0.1495706012899754,0.1446593624337303,0.13870501940138427,0.13561174076675903,0.25943906361975677,0.7548643720556858,0.18294990882283574,0.11124783893274824,0.08276034267903855,0.05945376499699746,0.0427905904638001,0.04080370781996402,0.04674029801643149,0.17985868923110118,0.12606502737660147,0.12923446055447832,0.1356496835921823,0.33449784754108225,0.27931471412426717,0.19639604691505452,0.15814904611873618,0.1532381513635418,0.133296029855038,0.10124994762355768,0.08777038741939847,0.08611616816920598,0.08128522682443506,0.0757633839057109,0.07756526211224583,0.07704391059999213,0.0752518719037437,0.07397637566554639,0.07635765204435774,0.07785851975089868,0.08080694361961627,0.08034656140957387,0.23488589409069854,0.0,55,0,23,2951
800_4902,0.1629979972454719,0.05697734576015355,0.009333905727590687,0.019969241332443988,0.02763231809324448,0.02924611316186022,0.027188020723343972,0.02380972566694978,0.021806052155407905,0.022985349114620298,0.026235097692020915,0.03618481537422495,0.05439599780584648,0.06091757082277894,0.053265284258930366,0.04307669583910187,0.03221933541635517,0.1605179955978494,0.1671502486031168,0.19853015445591682,0.22498841461470293,0.20372239319427599,0.4165696029365576,0.43128793923941805,0.4413108295648073,0.4473706284684624,0.43444930947485005,0.4252473162205075,0.4312110606322888,0.4262018736677705,0.3873836376773961,0.38258679576513016,0.2313426671317017,0.02718361656132278,0.04509005850709037,0.047907290847997185,0.052961369553455415,0.06572033703290284,0.07182414775611247,0.0852088916067462,0.06392338387623071,0.04087813815812219,0.19013919302864396,0.186665980979325,0.19437560193388512,0.23110875081640742,0.2539927221723137,0.2740427210257981,0.28779902167696025,0.5178108403837554,0.41705890648639793,0.2655490283535578,0.20333585734620496,0.16480313670681584,0.14541271635998101,0.1439494519421413,0.1391106765422293,0.12395660663462345,0.1215535966418143,0.11950215165863524,0.10212687903085463,0.08830489026552786,0.08123392656106643,0.10443763216866321,0.6311162459155898,0.11172398389926448,0.0643811414663085,0.05127352951085835,0.0572105325975153,0.07954169849591261,0.12102061940575083,0.13127769254500887,0.31913298384203015,0.2467221008822906,0.18340934959231,0.1481125373142061,0.2555937721774346,0.17075334187028443,0.15406712652794438,0.13902368275320892,0.12289897528493088,0.10899907950301556,0.09561962236680321,0.0740612208281044,0.06304690900449315,0.059456561501301845,0.056491909828651404,0.05016118471910576,0.04813317157996047,0.047244958292073966,0.04245279886219416,0.04332497478464636,0.041426836531909574,0.04083345891687344,0.03933830465246554,0.06679137751915305,0.0,55,0,0,3227
800_4903,0.18400258980103462,0.06979691087517892,0.011439810850049513,0.022581707665377936,0.03149127238222665,0.029335572702915712,0.020226361816443772,0.01684289186967468,0.023882449392324732,0.032831431359263134,0.039173121883642484,0.05729151412668,0.062436401147812716,0.05466481684521506,0.0479041804085697,0.05031790893029731,0.05268385229409497,0.24010881392033148,0.2502602331109464,0.2440189776697455,0.22397520359645504,0.22512497039876708,0.46202676921284475,0.40008326564678687,0.35293658508031883,0.34980528757905716,0.34163878140837384,0.33287279630528244,0.3108721316275574,0.27963815503155176,0.253686211781295,0.33785262125983484,0.29852101866260344,0.032305932252096874,0.04645441284923078,0.036964902572228814,0.03563349686720945,0.042628434723382284,0.05423956747605623,0.06281824199505016,0.05186894469011105,0.06885698122439668,0.28070128457207105,0.24295280573130726,0.22417562134472424,0.23156999779733933,0.2530731905764041,0.2593169983991671,0.25750284389976524,0.48453004902457436,0.4715507372193944,0.2993502398944282,0.15804281517854593,0.12977387978568997,0.11169763518851054,0.09998673532807424,0.08884948847842875,0.07539678898595438,0.0659679420231045,0.0603214948352021,0.056261482552919094,0.056261482552919094,0.05583152655420533,0.2900688107689206,0.5053812858908749,0.09029688235976764,0.07059604717650274,0.07625787271487301,0.10574431549302722,0.11884934000328992,0.1132456494035994,0.07631727385013386,0.27593408808011377,0.30187574628584224,0.2811149467478858,0.1680077519222826,0.19756826868128877,0.10495333001751231,0.08378168372738463,0.08247603126183937,0.07948365447799915,0.07702885855070499,0.07226936517620662,0.06601583166772476,0.06465904077878128,0.06165604345449265,0.05974905956192946,0.06066344949740477,0.061419809059724884,0.06226356551685066,0.0608780821885295,0.06440296033901867,0.06873707378151737,0.07169743756858044,0.07549293811516368,0.28796030891335817,0.0,55,0,0,3401
800_4912,0.1592934885377477,0.07633034121410594,0.01999806106767017,0.04490161542460856,0.050431618888482,0.0390162511376501,0.03304365691665938,0.02749044902413679,0.024524823949128402,0.020555160037338486,0.0212097836697636,0.02267705777313677,0.0244266111360558,0.027293225143625227,0.03190146502247554,0.03760942415801781,0.04407765176246857,0.21061143943468782,0.21568159044912574,0.20747663689020343,0.19186036345040844,0.19328004495615672,0.44267133638763595,0.40449862364882144,0.3635056920439641,0.35693655729261753,0.3521393494804169,0.34621738832143906,0.33921904026782634,0.3261444688409812,0.31616840209348346,0.6255523741591932,0.3553352381361319,0.10049455436376484,0.07327300695703454,0.0464703779365576,0.0317832958502444,0.03126602702085525,0.0335251144036137,0.03689096770229803,0.0376389320435598,0.0365366253416804,0.19273146645805525,0.1990384842512565,0.21310983398375327,0.2146726650866384,0.19937701892378853,0.20709319673112606,0.18381688836599552,0.41653113825847227,0.41943091199005367,0.3549587059081903,0.3417519354062788,0.3312856874164519,0.31952832720480695,0.3006232262569278,0.292709691468516,0.2836010757235796,0.2713196592936092,0.2597058336946176,0.25017324747125913,0.2395773502398085,0.23200290103555785,0.5841012500445091,0.6494104622558307,0.15463021114213354,0.0768670233744293,0.05448182391323449,0.04415497233195314,0.04156876581507056,0.046993289598536415,0.055647055079991695,0.2372845620167172,0.23479228908445046,0.18506862865020188,0.13325612895951316,0.3359174301305709,0.31558412605975456,0.3053561941041758,0.29147926254014406,0.27654990654995903,0.26679195605261996,0.26290198035096773,0.2593519294937749,0.24968264061902518,0.24210721981315544,0.2333153804545503,0.22259285260340675,0.21733823539621713,0.2161024101647262,0.21552253257411336,0.21351849807961967,0.20834313236122487,0.20342828963828538,0.20064388694870236,0.5608890324449302,0.0,34,0,0,2850
800_4917,0.2461161458643898,0.11322455549643443,0.020786323491425868,0.01949295873586457,0.019751978514736,0.027667661493464557,0.030287972739998757,0.032602662668274766,0.03763744563887765,0.038664881586396777,0.03400915933575548,0.03377227047104054,0.03645836888776632,0.03497389102649786,0.033223098993010375,0.030975572535557556,0.029047457928691768,0.16887027356917342,0.17681011153472667,0.19651541306732828,0.2222972653417493,0.20942306870942892,0.43914507968220967,0.4131895775901358,0.38491981552362176,0.3757240267142708,0.3712094166747615,0.3690275144818866,0.36537815915898164,0.3495393930184315,0.3200247722217191,0.6154755697597419,0.41290179194405796,0.04052919089598052,0.04842307327270417,0.039277087633355266,0.04498078023693952,0.05446756543869087,0.06050902974328799,0.05660663940637181,0.0506536437063754,0.04568109705033449,0.20329978710235524,0.18779470274463314,0.1743610988788324,0.16938319206152022,0.1695911550503197,0.1882187784736819,0.23267975472374355,0.4454325839013928,0.3982849297266149,0.37241512693112583,0.3688528012948084,0.35531805834030455,0.3321361907992413,0.31569529209303276,0.29641175903400396,0.2763590487152327,0.264858762055061,0.2575083317317741,0.24650435269011509,0.2349999806716877,0.2282926929845206,0.5667069593985136,0.6427038895673598,0.15726723067833565,0.08710923246686582,0.06634283780858588,0.057211908898146924,0.04728319356358145,0.037825310675094176,0.038237264980151536,0.24073833530027472,0.22583600868373774,0.1757756976192739,0.1461084836450376,0.3551408997978795,0.3352106240427995,0.3139566307313312,0.2978849703128782,0.28946892529740836,0.2777555878560364,0.2648191231588094,0.2576585208132592,0.2522022225879336,0.24394769165753802,0.2330130006584866,0.2165998223268794,0.20636095065213297,0.2009685366165831,0.19834271838844775,0.1975798681163258,0.19841764004804957,0.19808203531445784,0.19849423678225459,0.5392828488241669,0.0,34,0,0,2850
800_4919,0.38173309763967694,0.18672819928879386,0.029866604538621087,0.02655610605134064,0.029772300419342288,0.031093741707788693,0.028067036410748886,0.0232138150194697,0.02048117011538244,0.020261512534575424,0.02014229737386425,0.02102775414822516,0.021651300912388226,0.022357563344511833,0.0249599551568223,0.029800404478240027,0.0380666862798682,0.22328092367590813,0.25049764295359106,0.26683946211380993,0.27022445123544625,0.26417500632320695,0.5085310382477272,0.4862646086328784,0.442015803357162,0.39166891096854417,0.329907766431414,0.28173212065040465,0.27035567947778594,0.2654931517718932,0.2520596805794994,0.33752523668526957,0.5040804143826008,0.0645538947215898,0.04321661056131265,0.04028795292126966,0.035329361953633426,0.031119808841751632,0.03048877500215253,0.03045882670040842,0.030636424533913038,0.03115757453108336,0.18046799042679654,0.17066281657304191,0.17232806423437608,0.18718726619193818,0.2110584019394765,0.25017305120000993,0.2771660646748091,0.5239765747591906,0.5136717686354393,0.5013300529106727,0.43816657098019735,0.3722221935363666,0.3291546958419261,0.2634253017032722,0.17039143473887158,0.13484929972057663,0.12768691200434715,0.11864208949978773,0.09747004809940407,0.09599522222135289,0.09167480381143801,0.26777185745514775,0.6598782169841663,0.09274201806190886,0.06988692203906535,0.06101575610983893,0.050840352650061364,0.039075184330696185,0.03140318914180279,0.04480345766356122,0.29501423406687244,0.34715138732444717,0.3045621336497468,0.2367959130752694,0.4382329793606724,0.362213704954195,0.25132077819442844,0.16987159324820636,0.1279669613575877,0.10391417980486276,0.09440006222859404,0.09022042088471711,0.08856358905337437,0.08739137356700992,0.08483806040642189,0.08341656191826069,0.08205578904711198,0.08221723141019548,0.08109234744548836,0.08185577344875332,0.08022688891318086,0.08042604697559518,0.0811181442826768,0.25568562727573724,0.0,34,0,0,2850
800_4921,0.3837449863905603,0.18368498888126675,0.038421799368839535,0.04341614662688534,0.04120580781249897,0.035178904768584415,0.03294764618459737,0.03431395487363468,0.0364642044024444,0.04148698603153952,0.05032418486117751,0.05930385833220109,0.0611003710726711,0.06018953531466306,0.057246096205836434,0.054975282741696566,0.05359694518513886,0.2296846415474106,0.21369118095619166,0.17946424895473,0.1553392854691542,0.135602293530603,0.3468627765873505,0.33376753055965197,0.3174637800936674,0.297142841712847,0.2724390141517319,0.2493011209257053,0.22780879434965845,0.2078904264102471,0.19062231039187724,0.3250680092469063,0.4356341885738405,0.08295010701012671,0.08298924900009008,0.08169282885712656,0.07830611084086682,0.08679447251241368,0.09259654308514632,0.10231465689706086,0.07779277823128412,0.054207004203112016,0.21629878736835856,0.19855372339139155,0.1713604970935674,0.14940300041782836,0.13850187038271145,0.11273777548313546,0.09946985858414413,0.30306614426504574,0.28678274831500955,0.27041555661009303,0.25808430428988555,0.2454720015978801,0.22901224891077498,0.20764951104900145,0.18159518930616242,0.17086243228662973,0.16143917015054585,0.1551581660497607,0.1649719910283457,0.13333959207852494,0.1164561541975948,0.28920414277766554,0.7319311383066615,0.20783367197669145,0.10781699671823868,0.07403286253575354,0.059672156381223376,0.05327679013221074,0.0511673066281097,0.04278580093760205,0.17444380202080204,0.13995627289754023,0.1157594099662995,0.09611855090425007,0.29222859444297367,0.27665851244728956,0.26693353418952176,0.2611060167133075,0.25026680886783637,0.23800866604390267,0.21949123798341494,0.20320230334486997,0.1897963372829203,0.1765647914096528,0.1501329797376734,0.12875759126398587,0.11829027144541704,0.11622892159473253,0.11563713689648851,0.11780501928054604,0.11936886191024614,0.11284519774038772,0.1042073115734596,0.271560859935776,0.3,27,-4,40,3817
800_4927,0.3522398514099528,0.1327201517699965,0.017523389953974306,0.019048413631850367,0.02551405379111368,0.039472081906843606,0.05989464914133154,0.0728843121326516,0.07089894341951031,0.0654212944316638,0.061489946729458275,0.0521995596278395,0.05083702200253283,0.05864893191363702,0.05313993079740216,0.05553576741091867,0.05736544899661077,0.2081958570156247,0.15870695658171916,0.136062099998809,0.13128989620134082,0.13981114925047242,0.3408216381386587,0.2901699797691606,0.2673281107064353,0.25694023379316977,0.2626064708103439,0.28418784769194966,0.3069535302105523,0.31540575249494673,0.3076665243558048,0.3453617413780391,0.47041155636811544,0.08356148727670623,0.10054558759118544,0.11994905925998188,0.11477857304710096,0.09229466530460616,0.061960971857624884,0.05767938317068396,0.0563303332915672,0.0406850431795055,0.19786811067944304,0.20844096618787986,0.19663394699900985,0.12693140181237872,0.13093709144509494,0.10431337655221554,0.07141268715311105,0.25123576730537933,0.23844741044538342,0.2561196711613834,0.2852824619720588,0.3025826763412634,0.3042199555864133,0.29767778556368374,0.2353291034695531,0.1887049571424519,0.18151124440824928,0.1746175458652036,0.1684399174941449,0.15711245423826206,0.14280544158997893,0.2006694400611891,0.7831237745378488,0.20585006492835856,0.09443508804690608,0.0754074290285806,0.05776179605250554,0.04512512664718412,0.040825040479754174,0.03151530259125479,0.12920676852054838,0.0806307253572419,0.06212203289550818,0.05338450822009632,0.2099408781669411,0.20150390576706362,0.19509782160804917,0.187524427238417,0.17748889203413035,0.18222393946003543,0.20842754447889777,0.23964338010846373,0.2560475520088982,0.2699738985928772,0.27521673700834337,0.28121926957372456,0.2531899218635641,0.16477699468627718,0.13613844082801116,0.1319328875804834,0.1309939762662363,0.12976443286815637,0.12924801977416578,0.19842909117502033,0.3,27,-4,40,3817
800_4928,0.3554304487866098,0.13015334624277416,0.0267250882428913,0.05156822300210145,0.08096988566134769,0.09035812773787484,0.07998244501018352,0.0517290574939129,0.024470625230255096,0.015215278742717444,0.018723551630762104,0.02471004648813221,0.031558078014885624,0.035239269314287384,0.03825581751266582,0.0403600710743667,0.0437086105111052,0.20731723848471012,0.19103024942520447,0.18124579703762145,0.18139677004546864,0.1992025036012713,0.47069754004347875,0.4177312715036811,0.3295851321288742,0.30345598772186727,0.2855656816028176,0.2608776385814202,0.22728839351925353,0.2079585592289061,0.19923449165340737,0.32678585460209225,0.46077380729076134,0.11473142098746154,0.12248390223729227,0.08702731505327163,0.0615709557846356,0.05521440121343472,0.05501189233849773,0.0578301156158593,0.059096917769230276,0.05112659565542629,0.19450838909121285,0.17309442332511352,0.1547245163915131,0.16393863406803139,0.16466079525799796,0.16688705019783795,0.20800955290775666,0.43958426299781406,0.3191600256485631,0.29324111246021944,0.2681859427546969,0.24710992964461412,0.22472828030099068,0.2010092191949484,0.18164113718426494,0.1730242300262904,0.16566952393269718,0.15934964161329912,0.1519306300090737,0.14468663349959127,0.14021454544045728,0.1800730931782474,0.7902514902990351,0.1557906527826927,0.10102511825725548,0.07731115558825401,0.04783597094926648,0.027669037794096175,0.01949469287466041,0.010354432645939065,0.06497603223913516,0.04660555392683639,0.05530916211540555,0.07257575454160974,0.3066637865404486,0.34696826192374436,0.37456711530517967,0.38448299805435965,0.3921549944641395,0.40096193879591435,0.3856826659942127,0.28882016827162604,0.23382195328762054,0.2120961427398795,0.19478012461137859,0.18010372687204784,0.1704095153980977,0.1633575194808601,0.15694895441509404,0.14912231310273927,0.1458538453576291,0.14362072937211615,0.13775931038922362,0.17536877763267134,0.3,27,-4,40,3817
800_4931,0.2886861154444547,0.14474473790441741,0.033999194919182525,0.04035602475050973,0.0365406166135121,0.026892914341911392,0.02535740325322236,0.03378011538464079,0.04605701980485599,0.05630492678190744,0.06274188483600772,0.06941573175482295,0.07014828152901055,0.06304527654724268,0.060808099870539666,0.05383160444283056,0.04758410793367949,0.1985418699529776,0.18621996747569367,0.18391951123215816,0.17526554605898914,0.14516563630907345,0.329618187618082,0.30697755921589037,0.2894255076177897,0.27443567900679366,0.2635419246887734,0.25134245084125045,0.23682079418679872,0.22516176413363861,0.2123553168078445,0.43433639292960885,0.3843127756808892,0.061171966231528124,0.08952885155529679,0.12081954188347073,0.08343555576891272,0.06544400339208559,0.09617638360603538,0.08301542623810353,0.05922463846784488,0.04928460994208747,0.1997333787382786,0.17659997270339572,0.16450182535455957,0.1717217796292552,0.17737324778121777,0.1473969771759569,0.09671664707206776,0.28654730077573154,0.2915228802136801,0.303344616314588,0.2959846190191231,0.27772796566430913,0.26561294906578675,0.25003424908407973,0.2376675008367437,0.2254709844112991,0.21140251258384343,0.19572033938944325,0.1847677217878016,0.17813153695745018,0.17252387518067694,0.38804248669178365,0.6722666584538521,0.2179578770529726,0.14697927335290395,0.09573599492992868,0.05858449351806444,0.040091169456960216,0.03206645594219449,0.02604635182340015,0.14698012762375073,0.1398579004230304,0.14406671752056818,0.1565513841125704,0.36432598676940353,0.31191978514071944,0.3040974318256081,0.3055100359046896,0.30708312480646693,0.28985174363416727,0.2734195871277412,0.24463494952078405,0.2132394207421029,0.18802229741825077,0.16862536492083346,0.16106003089675464,0.15731611387499708,0.15066899326960856,0.1468004773908726,0.14461615167724975,0.1443972291599011,0.14149013793112739,0.132778740145417,0.34650505877733323,0.1,27,-39,52,3817
