,rgb0_7,rgb8_15,rgb16_23,rgb24_31,rgb32_39,rgb40_47,rgb48_55,rgb56_63,rgb64_71,rgb72_79,rgb80_87,rgb88_95,rgb96_103,rgb104_111,rgb112_119,rgb120_127,rgb128_135,rgb136_143,rgb144_151,rgb152_159,rgb160_167,rgb168_175,rgb176_183,rgb184_191,rgb192_199,rgb200_207,rgb208_215,rgb216_223,rgb224_231,rgb232_239,rgb240_247,rgb248_255
test_800_0303,0.11080899171334894,0.1162858424468291,0.09828490369969428,0.08849340553810162,0.07178891445994294,0.059571053336824366,0.05318124734236348,0.04782820861370412,0.03461258458468422,0.023231789505718695,0.01872790074075803,0.01847691855757528,0.019929796556341674,0.018265876618722227,0.017045731056763262,0.015319134388379707,0.012759958415902196,0.011425745057594328,0.012697639523302311,0.01184997596428577,0.008919804393547991,0.008389708442272116,0.008726103842653384,0.0059568768677775875,0.007330369846111973,0.00601077280051194,0.0035657747284338647,0.0021637648010122525,0.0027225428574511484,0.003906684394886856,0.004911328803946306,0.07681065010055803
test_800_0308,0.06632296402746524,0.13628896830082365,0.10747961038140263,0.0849144458496168,0.0769385910072737,0.0684507798559795,0.05483891887511536,0.04602010742191586,0.0319959893498554,0.023154056046044633,0.019746610942272667,0.018724927931393725,0.016949059700398072,0.013202163808842633,0.010400318508997372,0.008000215363522837,0.007206420211228015,0.006103425359032793,0.007029455476013943,0.009310949033055217,0.009130460968224192,0.009193908427342006,0.004620241220358063,0.00420305697290053,0.0058830245758847025,0.004600505069300591,0.0035374779874476976,0.002540926226102191,0.0029527704271090265,0.0030321554475410354,0.0032039728183928377,0.13402352240914708
test_800_0309,0.06539445656934717,0.13556503416859,0.09611753299102718,0.07450686047328446,0.08234420442006105,0.06431441841168742,0.057698348593387724,0.04321038968245772,0.029585233637492103,0.023647046932291953,0.01972995770463003,0.018320130389620798,0.01655282274855384,0.012143375732935138,0.007522859252450751,0.00554299574183595,0.004842458720339895,0.005937581132922234,0.00870254157584,0.01010397345699633,0.010526194964765603,0.009851917759320913,0.006388594849905057,0.003955708223385264,0.0028798540196456456,0.0034864172340144882,0.0022291941330396053,0.0019276466646510285,0.0019566315559530066,0.0037640170714128268,0.00489569402877107,0.16635590715938375
test_800_0343,0.17245969035658076,0.1773229587424708,0.12463795035584528,0.07522190370343783,0.053989879015467195,0.03726936779795643,0.02420480652626345,0.021888575141280012,0.023210319215865378,0.027299115710328576,0.026413190993752916,0.019041917492869112,0.01735804119609113,0.01699406473105214,0.010579320169146247,0.009246180325331045,0.0058625176964735215,0.008022401329704597,0.006430021498916906,0.0039171718056998225,0.0050530051909655664,0.002936034611428492,0.002522759057764769,0.0020678916990134015,0.0018737782579293083,0.0012342388804267809,0.0010690828046320334,0.0009844403157872252,0.0011551566461337293,0.0014587410394571077,0.0018186711806391276,0.1164568065112893
test_800_0351,0.03494829183474968,0.06609939775286441,0.1204680897541795,0.1643151836348386,0.13202188582254,0.11154900103695994,0.061115620483669475,0.04143776952095269,0.031768899745637624,0.029216632802330857,0.0280812948852925,0.02493620020792049,0.023591967381014406,0.020080226215378055,0.014471938771577916,0.010608938158738772,0.009985391394575702,0.010110607226040753,0.009987868735712623,0.00975031924669451,0.008650820198103612,0.007156570602350633,0.005728658697041878,0.004818621193400187,0.004909980029327315,0.004512284198813563,0.004305921682108025,0.003448706596708021,0.001352353000632658,0.0005624665421316452,7.844913600250509e-06,2.477341136921213e-07
test_800_0353,0.0033298217481484353,0.024676795064872206,0.041352576511855234,0.06244482410767824,0.0687066341433982,0.0812294009084465,0.10525074656051461,0.09156943744977879,0.07404772658257507,0.06338450712692509,0.05971930844086278,0.05516760699195954,0.048371709733132005,0.04240528133897095,0.03590435283151284,0.02875436094618136,0.01758705762119318,0.009923485392165305,0.006074027577541328,0.0022442508619495596,0.0014959286825235584,0.0011497615476577675,0.0006171056772070742,0.000555062044733514,0.00047052965993923577,0.0003756474943951533,0.00028880292453974853,0.0003074930871171875,0.00035555350517345904,0.0004948076030810637,0.000739954271585734,0.07100544156238528
test_800_0357,0.015245227044461558,0.05578878651903622,0.08012202942024271,0.09302493041974527,0.1266784536722894,0.1196766067869458,0.0972479162257917,0.07143248012236524,0.06316014259795792,0.049540739489632495,0.04030694586998605,0.03575741897608078,0.021172513448659253,0.010299105360547825,0.0060095616559561115,0.0020124543095716312,0.0015504577135484576,0.0009285625101433356,0.0006603490430526657,0.0005744403576267644,0.0005179845057175932,0.00046034503526522637,0.0004987988749127701,0.0005773305889531725,0.0005826706354038694,0.0005584477442873064,0.0004103027442994178,0.0003694816675654827,0.0003455615625878768,0.0004029532989265516,0.0006576239678020523,0.1034293778306375
test_800_0358,0.02271512624860746,0.0524301450356616,0.07609106507832031,0.1247526237244721,0.12023221935193196,0.09418272956309172,0.07179221758145883,0.06480870302052846,0.062384955030202645,0.04357932082977055,0.043329962681333115,0.03905310846856496,0.020162584045174372,0.010159933840678117,0.005195507358363801,0.0030242554819155196,0.002121237111495105,0.0016259890922119221,0.001203106960139471,0.0009349210190614334,0.0006640100027327826,0.00048762331378399213,0.000368353101047552,0.0005183973959070801,0.000620216116634542,0.0006520912392629283,0.0006488156437596658,0.0005332614427286074,0.0005330962866528126,0.0006220053074556518,0.0007165296348355122,0.13385588899221543
test_800_0374,0.021226629589494665,0.048921376679389554,0.0746910920758335,0.1273530061378604,0.12030205284598051,0.09484068384304535,0.07183892922489611,0.0652189507128026,0.06251575864223208,0.04440339459596108,0.04396498779276392,0.03680453602263211,0.01978666129065289,0.010752458788604407,0.006163652274672611,0.003536954993207681,0.0024569718875731943,0.0018196345910812637,0.0016023442473606408,0.0014552452358527856,0.0009711452516857481,0.0006354380016202912,0.0005011661119991614,0.0004937065625757654,0.000608077145063628,0.0006278408221337328,0.0005693205192771273,0.00045682170564827174,0.0004760348624657274,0.0005469969230322038,0.000829523916691752,0.13362860670590923
test_800_0380,0.020743080125580276,0.05134333547889426,0.07235550990396945,0.1240312770374259,0.1251540906187165,0.09502513565369546,0.07107497227029487,0.06451623913630859,0.061542191101434676,0.043258615256589784,0.042959324921237066,0.03796346373249648,0.02020827722614425,0.011334771585844054,0.006318100731553333,0.003562416554892705,0.0026437358832844217,0.0021200534929519095,0.0014472351661767404,0.0011453573856365744,0.000853746807808315,0.0005336192808928293,0.0004458113005952886,0.0005640630508643278,0.0006668176560212933,0.0005939287745705446,0.0005399502637982947,0.0004639234169074459,0.0004711077062045174,0.0005345551653223329,0.0008266061593527115,0.1347586871545348
test_800_0392,0.013733085540497481,0.06490270435366831,0.08779994270185211,0.074212194508054,0.07222266936700521,0.060386428883023036,0.061688491858576194,0.07211429945527122,0.06631594489424396,0.05302886333643019,0.05006860583388514,0.04624436184683249,0.03610688923246246,0.01725724093783107,0.005869757037795858,0.0031678036377937877,0.0017796668207389348,0.0011494587615188106,0.0006439160135110882,0.0004982483546601209,0.00040278814285075684,0.00029227120213143825,0.00022450215903032684,0.00021349175397734367,0.00019793955684000494,0.00018425912856167336,0.00018313056204374256,0.00018761730210283323,0.000185800585269091,0.00024666059919945546,0.0004248640049819881,0.2080661016273599
test_800_0396,0.011553355652158403,0.06563162069418842,0.08780649389285863,0.08168713097251164,0.06699831474740259,0.05848033508626322,0.06077154532576375,0.06700148023885533,0.06088831067135064,0.057111328847987926,0.05091929725429125,0.0463197555954328,0.0371748709965892,0.017743047534781318,0.006664212814393859,0.003993061022527509,0.0018113492612788938,0.0011126014306039494,0.0006307310534601409,0.0004917246896662283,0.00041079821252680207,0.00023705402079072764,0.00018244241172793113,0.000165844226110559,0.000134767357848514,0.0001329506410147718,0.00013977709214762135,0.00014737427163417972,0.00014715406353312007,0.0001968660423473391,0.00028979386099451705,0.21302461001695822
test_800_0399,0.0010681469202025297,0.009860340719186445,0.023682004968335175,0.04140828916142333,0.0428796371146661,0.041685531160657444,0.04509049892329249,0.04621116547559775,0.04210128405545809,0.030785890782507284,0.025265521423055215,0.026887464191410165,0.029000443499115534,0.03400877397157862,0.03842276277928168,0.046895214415526965,0.06890886775820887,0.10006969035878285,0.09150026458003342,0.048496127310230716,0.022062952431306633,0.015463012856409565,0.015151060555245918,0.01334191337497762,0.009697799614591782,0.0071115105196713,0.005605947732726381,0.005271176367090428,0.00770673301683557,0.009942368236831171,0.01101756181626761,0.04340004390949535
test_800_0432,0.00010894795799926847,0.0010137830452534254,0.005329916878048093,0.021448709459413334,0.04358581696875181,0.07118188330335934,0.08520038606884278,0.06466790746591344,0.05959373477123351,0.05392205492034082,0.04467466345045395,0.03437231002041549,0.028007938061626998,0.02152278195940728,0.013677235260866224,0.015983419651238815,0.021607259292176294,0.03391912174843471,0.04302202917801381,0.06283519801883175,0.09070156979749003,0.08795472147088441,0.047024972039076365,0.015090448275429246,0.009029165241736746,0.011488724574497391,0.0071765820135344304,0.003633736453623403,0.0014313251308751796,0.00039956759937275925,0.00014266732347402943,0.0002514225993848707
test_800_0440,0.005624335109164863,0.013791385635253027,0.021228336202277875,0.028623282074025595,0.04843757948136147,0.06367776926551129,0.0511242284183399,0.039382815047876545,0.044712071301621456,0.055003111540467976,0.0424026113157456,0.029560074861946038,0.025529027941985735,0.023890872352190267,0.023343435012955945,0.02157051206531196,0.023125814357083732,0.03024090325839725,0.04201212730054156,0.06118341705278322,0.08243437963744497,0.09286946350039714,0.0766156558270697,0.029426270914539657,0.008803947406377976,0.008410958524024374,0.004591421485131879,0.0011266947490717679,0.0007123181549027462,0.00019177373001033436,0.00017757030749198608,0.00017583616869614122
test_800_0441,0.004028294318697055,0.013167398454887838,0.020957645394050286,0.02797209919317954,0.043779049577431665,0.06820956940728128,0.0552065012478092,0.03981012886798282,0.04229338809762001,0.05486732572015206,0.044470227754632684,0.02908833405745097,0.025299295840555243,0.02371754105064368,0.02344910737545195,0.021336485905910803,0.02266103763378468,0.029353437085114176,0.04122859935095864,0.0601138387799238,0.08099226430961788,0.09517702419140135,0.07657659641514424,0.029887551834234388,0.009045818479379382,0.009692129255989496,0.005367242151177706,0.0009614010432138579,0.0006904349748599421,0.00021283112967416469,0.00019163609994717209,0.00019576500184204077
test_800_0446,0.00635088421259859,0.013653920728166532,0.01812876954979995,0.025382864814907383,0.04009516072879192,0.06375561282923588,0.0565199599925922,0.03874412897676562,0.03933659887266665,0.047395692377210315,0.04143487928962628,0.02924415881496332,0.02324585529817388,0.02243595742848907,0.02248633003160647,0.021358919606206256,0.025582621088581132,0.03555565330348486,0.050967027360195934,0.0739231713754132,0.09793047876103876,0.09935205968344205,0.06341153767133016,0.020570602130425296,0.007842023368924101,0.008859054483668156,0.005162255935103791,0.00082266993954627,0.0001283537969051513,0.00014998924283426323,7.800871980038576e-05,9.47995875061851e-05
